"","Temp.C","temp.Cat","trial","treatment","genotype","fragment.ID","individual.ID","NP","R"
"108",28.44536375,30,3001,"C","K2","K20Cb","K20C",0.582223864,-0.281619789
"109",28.556070815,31,3103,"C","K2","K20Cb","K20C",0.556547559,-0.397465612
"110",28.412209935,32,3205,"C","K2","K20Cb","K20C",0.29968178,-0.392030535
"111",28.492968995,33,3306,"C","K2","K20Cb","K20C",0.015784834,-0.346683799
"112",28.46833655,34,3402,"C","K2","K20Cb","K20C",-0.127341334,-0.372996834
"113",28.40618909,27,2702,"C","K2","K20Cc","K20C",0.541423676,-0.451064475
"114",28.30339574,28,2803,"C","K2","K20Cc","K20C",0.578997298,-0.486902896
"115",28.31938321,29,2905,"C","K2","K20Cc","K20C",0.681327567,-0.47833235
"116",28.362135585,30,3006,"C","K2","K20Cc","K20C",0.145066108,-0.495637947
"117",28.3960556,31,3102,"C","K2","K20Cc","K20C",0.823190951,-0.571805985
"118",28.3685016,32,3205,"C","K2","K20Cc","K20C",0.697414397,-0.496683465
"119",28.40048862,33,3305,"C","K2","K20Cc","K20C",0.425382232,-0.449205613
"120",28.682850655,34,3401,"C","K2","K20Cc","K20C",0.085651517,-0.494848359
"121",28.51200627,27,2703,"C","K2","K20Cd","K20C",0.494823704,-0.410567711
"122",28.527113365,28,2805,"C","K2","K20Cd","K20C",0.512075992,-0.461629496
"123",28.50222913,29,2906,"C","K2","K20Cd","K20C",0.408620437,-0.467711726
"124",28.533099845,30,3002,"C","K2","K20Cd","K20C",0.708502079,-0.444612632
"125",28.6132263,31,3104,"C","K2","K20Cd","K20C",0.682690794,-0.548492235
"126",28.56478412,32,3205,"C","K2","K20Cd","K20C",0.420608312,-0.47327414
"127",28.55228898,33,3301,"C","K2","K20Cd","K20C",0.430123297,-0.569174158
"128",28.580479615,34,3402,"C","K2","K20Cd","K20C",-0.010123162,-0.392268138
"129",28.307436125,27,2706,"T1","M5","M501a","M501",0.311625063,-0.416538372
"130",28.3534906,28,2802,"T1","M5","M501a","M501",0.45297449,-0.49185167
"131",28.355797165,29,2903,"T1","M5","M501a","M501",0.637241792,-0.432612298
"132",28.30045088,30,3005,"T1","M5","M501a","M501",0.072467725,-0.480770888
"133",28.291902645,31,3101,"T1","M5","M501a","M501",0.74702389,-0.541499725
"134",28.36586251,32,3202,"T1","M5","M501a","M501",0.644562632,-0.551774142
"135",28.351356005,33,3304,"T1","M5","M501a","M501",0.381477446,-0.494924439
"136",28.24670015,34,3405,"T1","M5","M501a","M501",-0.008204322,-0.373920585
"137",28.18807588,27,2702,"T1","M5","M501b","M501",0.432881663,-0.406249631
"138",28.22796757,28,2803,"T1","M5","M501b","M501",0.513676693,-0.427141075
"139",28.25493998,29,2905,"T1","M5","M501b","M501",0.667922784,-0.42043036
"140",28.290074385,30,3006,"T1","M5","M501b","M501",-0.008220228,-0.517355886
"141",28.15756277,31,3102,"T1","M5","M501b","M501",0.696744297,-0.583547345
"142",28.11676352,32,3204,"T1","M5","M501b","M501",0.588120586,-0.619248014
"143",28.21753066,33,3305,"T1","M5","M501b","M501",0.389762275,-0.445387491
"144",28.20249505,34,3401,"T1","M5","M501b","M501",0.061137744,-0.44493395
"145",29.073833715,27,2702,"T1","M5","M501c","M501",0.505616919,-0.439064993
"146",29.15970212,28,2804,"T1","M5","M501c","M501",0.543313297,-0.537745101
"147",29.13200379,29,2905,"T1","M5","M501c","M501",0.669045403,-0.55567181
"148",29.14650744,30,3001,"T1","M5","M501c","M501",0.632229337,-0.530463696
"149",29.05561506,31,3103,"T1","M5","M501c","M501",0.680406838,-0.510553041
"150",29.091817605,32,3204,"T1","M5","M501c","M501",0.591444694,-0.509454073
"151",29.02703657,33,3306,"T1","M5","M501c","M501",0.127482643,-0.45737538
"152",28.91211814,34,3401,"T1","M5","M501c","M501",0.109103748,-0.458826007
"153",29.377231155,27,2703,"T1","M5","M501d","M501",0.504942286,-0.396312345
"154",29.540651855,28,2804,"T1","M5","M501d","M501",0.569090164,-0.494497039
"155",29.44993647,29,2906,"T1","M5","M501d","M501",0.396243737,-0.471799198
"156",29.403191795,30,3001,"T1","M5","M501d","M501",0.625606503,-0.583693234
"157",29.355126915,31,3103,"T1","M5","M501d","M501",0.754635167,-0.617909382
"158",29.364475595,32,3205,"T1","M5","M501d","M501",0.369882505,-0.565269361
"159",29.36887439,33,3306,"T1","M5","M501d","M501",0.123518503,-0.426394665
"160",29.387112545,34,3402,"T1","M5","M501d","M501",0.058210596,-0.495988178
"161",29.333946675,27,2704,"T2","M5","M502a","M502",0.397746029,-0.445027074
"162",29.287617625,28,2805,"T2","M5","M502a","M502",0.386386071,-0.488282444
"163",29.25560508,29,2901,"T2","M5","M502a","M502",0.662790281,-0.574959468
"164",29.35411946,30,3002,"T2","M5","M502a","M502",0.418417475,-0.583631468
"165",29.251682385,31,3104,"T2","M5","M502a","M502",0.571931067,-0.687781548
"166",29.339921555,32,3206,"T2","M5","M502a","M502",0.047053031,-0.480554639
"167",29.36095908,33,3301,"T2","M5","M502a","M502",0.429258256,-0.46438861
"168",29.270233765,34,3403,"T2","M5","M502a","M502",-0.065071843,-0.348019265
"169",29.261579115,27,2702,"T2","M5","M502b","M502",0.493610155,-0.395027087
"170",29.381689145,28,2803,"T2","M5","M502b","M502",0.507846081,-0.460522907
"171",29.38091948,29,2905,"T2","M5","M502b","M502",0.610355362,-0.441864117
"172",29.35088597,30,3006,"T2","M5","M502b","M502",-0.025463959,-0.47430636
"173",29.310996065,31,3102,"T2","M5","M502b","M502",0.580880973,-0.620016021
"174",29.24302975,32,3204,"T2","M5","M502b","M502",0.498664582,-0.481327061
"175",29.306745865,33,3305,"T2","M5","M502b","M502",0.226818888,-0.43105117
"176",29.252750945,34,3401,"T2","M5","M502b","M502",-0.029954489,-0.375091665
"177",29.26259676,27,2701,"T2","M5","M502c","M502",0.351106228,-0.388305188
"178",29.27355659,28,2802,"T2","M5","M502c","M502",0.418081082,-0.387825103
"179",29.238498395,29,2904,"T2","M5","M502c","M502",0.51002303,-0.396509161
"180",29.318144085,30,3005,"T2","M5","M502c","M502",0.028381789,-0.454894449
"181",29.310961425,31,3101,"T2","M5","M502c","M502",0.587121123,-0.463363363
"182",29.212063775,32,3203,"T2","M5","M502c","M502",0.5186908,-0.481631838
"183",29.17911644,33,3304,"T2","M5","M502c","M502",0.233827418,-0.343805965
"184",29.193431445,34,3406,"T2","M5","M502c","M502",-0.086808818,-0.292674382
"185",29.46546559,27,2702,"T2","M5","M502d","M502",0.438371543,-0.420209363
"186",29.337882505,28,2804,"T2","M5","M502d","M502",0.469365737,-0.430202712
"187",29.440479595,29,2905,"T2","M5","M502d","M502",0.519744473,-0.386486384
"188",29.40697218,30,3001,"T2","M5","M502d","M502",0.516401294,-0.550642728
"189",29.47974485,31,3103,"T2","M5","M502d","M502",0.621342476,-0.589940238
"190",29.32747792,32,3204,"T2","M5","M502d","M502",0.522994125,-0.50397836
"191",29.406105945,33,3306,"T2","M5","M502d","M502",0.030067891,-0.410324017
"192",29.510334855,34,3401,"T2","M5","M502d","M502",-0.002809706,-0.324848136
"193",30.500038895,27,2701,"T3","M5","M503a","M503",0.433606941,-0.408480537
"194",30.477991635,28,2803,"T3","M5","M503a","M503",0.436030083,-0.476002193
"195",30.377063855,29,2904,"T3","M5","M503a","M503",0.520804049,-0.451901488
"196",30.371860885,30,3006,"T3","M5","M503a","M503",-0.021313481,-0.332009417
"197",30.28939975,31,3102,"T3","M5","M503a","M503",0.565551199,-0.608268199
"198",30.423050125,32,3203,"T3","M5","M503a","M503",0.552499856,-0.502779242
"199",30.402037195,33,3305,"T3","M5","M503a","M503",0.288511901,-0.39380318
"200",30.36028088,34,3406,"T3","M5","M503a","M503",-0.101919289,-0.297237673
"201",30.5620949,27,2703,"T3","M5","M503b","M503",0.37368746,-0.440466264
"202",30.471864465,28,2804,"T3","M5","M503b","M503",0.409541797,-0.480640078
"203",30.50375077,29,2906,"T3","M5","M503b","M503",0.236302659,-0.472449506
"204",30.48170673,30,3001,"T3","M5","M503b","M503",0.553732052,-0.448237986
"205",30.29375416,31,3103,"T3","M5","M503b","M503",0.504316253,-0.599704345
"206",30.32059529,32,3205,"T3","M5","M503b","M503",0.367637824,-0.364337437
"207",30.425420885,33,3306,"T3","M5","M503b","M503",0.063920007,-0.406828918
"208",30.315561155,34,3402,"T3","M5","M503b","M503",-0.042293565,-0.36929813
"209",30.52681377,27,2705,"T3","M5","M503c","M503",0.366383002,-0.340421143
"210",30.16835582,28,2806,"T3","M5","M503c","M503",0.352885463,-0.405999247
"211",30.43520691,29,2902,"T3","M5","M503c","M503",0.592344049,-0.443718577
"212",30.46932537,30,3003,"T3","M5","M503c","M503",0.331333572,-0.474230632
"213",30.21551191,31,3105,"T3","M5","M503c","M503",0.369914339,-0.543131799
"214",30.42712498,32,3201,"T3","M5","M503c","M503",0.648448583,-0.399929399
"215",30.57888932,33,3302,"T3","M5","M503c","M503",0.433282699,-0.349876695
"216",30.43314977,34,3404,"T3","M5","M503c","M503",0.00633777,-0.316436488
"217",30.173532345,27,2705,"T3","M5","M503d","M503",0.442347248,-0.41329122
"218",29.985407325,28,2801,"T3","M5","M503d","M503",0.434192761,-0.532718465
"219",30.074466325,29,2902,"T3","M5","M503d","M503",0.692394962,-0.484979861
"220",30.17272712,30,3004,"T3","M5","M503d","M503",0.136741981,-0.519539624
"221",30.11139117,31,3106,"T3","M5","M503d","M503",0.201043457,-0.539942879
"222",29.930606265,32,3201,"T3","M5","M503d","M503",0.677977658,-0.497457841
"223",29.995470735,33,3303,"T3","M5","M503d","M503",0.483561738,-0.458199533
"224",30.033215805,34,3404,"T3","M5","M503d","M503",-0.037806895,-0.347694033
"225",30.06650846,27,2705,"C","M5","M50Ca","M50C",0.507261315,-0.498883033
"226",29.92754295,28,2806,"C","M5","M50Ca","M50C",0.375936373,-0.576505411
"227",30.04331947,29,2902,"C","M5","M50Ca","M50C",0.7936087,-0.536621857
"228",29.948496655,30,3003,"C","M5","M50Ca","M50C",0.464101841,-0.701750358
"229",30.12288274,31,3105,"C","M5","M50Ca","M50C",0.539487264,-0.636907195
"230",30.12511244,32,3201,"C","M5","M50Ca","M50C",0.701562883,-0.512933019
"231",30.007358035,33,3302,"C","M5","M50Ca","M50C",0.50218594,-0.442865176
"232",30.12240435,34,3404,"C","M5","M50Ca","M50C",-0.097455834,-0.35335956
"233",30.0503049,27,2702,"C","M5","M50Cb","M50C",0.431796645,-0.478604833
"234",30.02434929,28,2804,"C","M5","M50Cb","M50C",0.526263364,-0.50944874
"235",30.06914109,29,2905,"C","M5","M50Cb","M50C",0.601325205,-0.562430231
"236",29.99665551,30,3001,"C","M5","M50Cb","M50C",0.609210658,-0.630812774
"237",30.07060262,31,3103,"C","M5","M50Cb","M50C",0.67701952,-0.628480932
"238",29.968110165,32,3204,"C","M5","M50Cb","M50C",0.612200139,-0.570206915
"239",29.92916213,33,3306,"C","M5","M50Cb","M50C",-0.013956518,-0.460942467
"240",30.050941335,34,3401,"C","M5","M50Cb","M50C",0.011106169,-0.39342328
"241",31.455521715,27,2701,"C","M5","M50Cc","M50C",0.427326728,-0.365832164
"242",31.294172455,28,2802,"C","M5","M50Cc","M50C",0.548960592,-0.486257209
"243",31.407467295,29,2904,"C","M5","M50Cc","M50C",0.584079465,-0.537697461
"244",31.34936934,30,3005,"C","M5","M50Cc","M50C",0.073051235,-0.512011128
"245",31.379657755,31,3101,"C","M5","M50Cc","M50C",0.774499912,-0.586566646
"246",31.33998551,32,3203,"C","M5","M50Cc","M50C",0.632548777,-0.535886432
"247",31.21168916,33,3304,"C","M5","M50Cc","M50C",0.324024573,-0.452804156
"248",31.225473765,34,3406,"C","M5","M50Cc","M50C",-0.135236967,-0.329939938
"249",31.44194396,27,2701,"C","M5","M50Cd","M50C",1.863015459,-2.322717009
"250",31.439874745,28,2803,"C","M5","M50Cd","M50C",2.333354827,-2.074003675
"251",31.36961761,29,2904,"C","M5","M50Cd","M50C",2.755367819,-2.241822679
"252",31.321017275,30,3006,"C","M5","M50Cd","M50C",-0.163165618,-2.250455515
"253",31.33250309,31,3102,"C","M5","M50Cd","M50C",2.67079689,-2.148722981
"254",31.37693176,32,3203,"C","M5","M50Cd","M50C",2.702791383,-2.256516958
"255",31.38428689,33,3305,"C","M5","M50Cd","M50C",1.215445033,-1.862827845
"256",31.471049585,34,3407,"C","M5","M50Cd","M50C",-0.276558838,-1.359147794
"257",31.435326005,27,2705,"T1","M6","M601a","M601",0.460270626,-0.363419668
"258",31.31575227,28,2806,"T1","M6","M601a","M601",0.397767749,-0.422242705
"259",31.28169072,29,2902,"T1","M6","M601a","M601",0.681685245,-0.406690377
"260",31.390963795,30,3003,"T1","M6","M601a","M601",0.476281139,-0.509812075
"261",31.2608723,31,3105,"T1","M6","M601a","M601",0.648317849,-0.487607523
"262",31.33674537,32,3201,"T1","M6","M601a","M601",0.933385621,-0.477141755
"263",31.36257244,33,3302,"T1","M6","M601a","M601",0.548722648,-0.463218457
"264",31.320709565,34,3404,"T1","M6","M601a","M601",0.150926778,-0.317234974
"265",31.41614239,27,2701,"T1","M6","M601b","M601",0.663930939,-0.457893394
"266",31.288192515,28,2802,"T1","M6","M601b","M601",0.751172284,-0.555501667
"267",31.31369879,29,2904,"T1","M6","M601b","M601",0.84386732,-0.604093314
"268",31.286240605,30,3005,"T1","M6","M601b","M601",0.191654648,-0.504542527
"269",31.229983105,31,3101,"T1","M6","M601b","M601",0.965872211,-0.603252884
"270",31.238778995,32,3203,"T1","M6","M601b","M601",0.863433541,-0.532022166
"271",31.256068605,33,3304,"T1","M6","M601b","M601",0.443292774,-0.494776884
"272",31.235567175,34,3406,"T1","M6","M601b","M601",-0.115837454,-0.452715344
"273",31.321951975,27,2704,"T1","M6","M601c","M601",0.544063104,-0.377137894
"274",31.252267745,28,2806,"T1","M6","M601c","M601",0.440438456,-0.457697501
"275",31.316854405,29,2901,"T1","M6","M601c","M601",0.96023634,-0.493781856
"276",31.32580415,30,3003,"T1","M6","M601c","M601",0.518347571,-0.559251354
"277",31.363457575,31,3105,"T1","M6","M601c","M601",0.680128127,-0.56351531
"278",31.21954279,32,3206,"T1","M6","M601c","M601",0.130609466,-0.561626015
"279",31.419540525,33,3302,"T1","M6","M601c","M601",0.419443791,-0.408554424
"280",31.421600225,34,3403,"T1","M6","M601c","M601",0.086752982,-0.22305238
"281",31.336803295,27,2705,"T1","M6","M601d","M601",0.488190034,-0.355300849
"282",31.297544525,28,2801,"T1","M6","M601d","M601",0.525021387,-0.40359398
"283",31.33400728,29,2902,"T1","M6","M601d","M601",0.755850897,-0.405437754
"284",31.294099475,30,3004,"T1","M6","M601d","M601",0.232654073,-0.467144247
"285",31.389877075,31,3106,"T1","M6","M601d","M601",0.431459376,-0.465824088
"286",31.19768445,32,3201,"T1","M6","M601d","M601",0.737366309,-0.447238309
"287",31.313615665,33,3303,"T1","M6","M601d","M601",0.467501159,-0.314836574
"288",31.35893987,34,3404,"T1","M6","M601d","M601",0.022030405,-0.251238788
"289",32.58202413,27,2701,"T2","M6","M602a","M602",0.4099111,-0.461592658
"290",32.555130425,28,2803,"T2","M6","M602a","M602",0.524480107,-0.457368372
"291",32.522805715,29,2904,"T2","M6","M602a","M602",0.531648215,-0.441785343
"292",32.432220355,30,3006,"T2","M6","M602a","M602",0.043718913,-0.404741334
"293",32.53686138,31,3102,"T2","M6","M602a","M602",0.661247815,-0.449963694
"294",32.45448318,32,3203,"T2","M6","M602a","M602",0.550126205,-0.377216673
"295",32.40641242,33,3305,"T2","M6","M602a","M602",0.21940574,-0.349992586
"296",32.40609059,34,3406,"T2","M6","M602a","M602",-0.111797858,-0.317196165
"297",32.53658879,27,2706,"T2","M6","M602b","M602",0.320793372,-0.359539869
"298",32.48985324,28,2802,"T2","M6","M602b","M602",0.444140244,-0.383536764
"299",32.54473889,29,2903,"T2","M6","M602b","M602",0.569412779,-0.398695812
"300",32.46202605,30,3005,"T2","M6","M602b","M602",0.15570674,-0.340438331
"301",32.404944755,31,3101,"T2","M6","M602b","M602",0.698312837,-0.475173084
"302",32.376713815,32,3202,"T2","M6","M602b","M602",0.60844622,-0.44446983
"303",32.55712422,33,3304,"T2","M6","M602b","M602",0.268622065,-0.363062916
"304",32.479852835,34,3405,"T2","M6","M602b","M602",-0.072364035,-0.322187586
"305",32.53213633,27,2705,"T2","M6","M602c","M602",0.524468917,-0.399207876
"306",32.328447755,28,2801,"T2","M6","M602c","M602",0.527592025,-0.496870145
"307",32.51233687,29,2902,"T2","M6","M602c","M602",0.567319751,-0.536706055
"308",32.466736915,30,3004,"T2","M6","M602c","M602",0.158441065,-0.496401958
"309",32.325335055,31,3106,"T2","M6","M602c","M602",0.259948792,-0.517309167
"310",32.505297345,32,3201,"T2","M6","M602c","M602",0.669730716,-0.501683457
"311",32.47950288,33,3303,"T2","M6","M602c","M602",0.225675095,-0.382088416
"312",32.419153505,34,3404,"T2","M6","M602c","M602",-0.207233688,-0.422913952
"313",32.386175265,27,2703,"T2","M6","M602d","M602",0.468997047,-0.419678159
"314",32.39670963,28,2805,"T2","M6","M602d","M602",0.45039183,-0.374415962
"315",32.40149262,29,2906,"T2","M6","M602d","M602",0.342280445,-0.436978665
"316",32.45038575,30,3002,"T2","M6","M602d","M602",0.575597198,-0.460820005
"317",32.339457395,31,3104,"T2","M6","M602d","M602",0.681706234,-0.468484404
"318",32.342868145,32,3205,"T2","M6","M602d","M602",0.396382874,-0.473329399
"319",32.447311195,33,3301,"T2","M6","M602d","M602",0.362019086,-0.483477006
"320",32.413366325,34,3402,"T2","M6","M602d","M602",-0.13749772,-0.352023131
"321",32.37944494,27,2704,"T3","M6","M603a","M603",0.529891265,-0.377079522
"322",32.44435799,28,2806,"T3","M6","M603a","M603",0.421861051,-0.473666866
"323",32.462226215,29,2901,"T3","M6","M603a","M603",0.732565871,-0.397511841
"324",32.47530242,30,3003,"T3","M6","M603a","M603",0.495055932,-0.542728052
"325",32.388508985,31,3105,"T3","M6","M603a","M603",0.580049599,-0.484429643
"326",32.38730723,32,3206,"T3","M6","M603a","M603",0.183834891,-0.393894698
"327",32.456493975,33,3302,"T3","M6","M603a","M603",0.391157229,-0.31170581
"328",32.31831103,34,3403,"T3","M6","M603a","M603",-0.013687418,-0.270101828
"329",32.55467974,27,2706,"T3","M6","M603b","M603",0.346260188,-0.350405864
"330",32.496222465,28,2801,"T3","M6","M603b","M603",0.399228655,-0.441567322
"331",32.37126328,29,2903,"T3","M6","M603b","M603",0.525040005,-0.390586694
"332",32.56344148,30,3004,"T3","M6","M603b","M603",0.134739179,-0.461929555
"333",32.519777345,31,3106,"T3","M6","M603b","M603",0.269718375,-0.494266026
"334",32.480980655,32,3202,"T3","M6","M603b","M603",0.68298272,-0.43112695
