"","Temp.C","temp.Cat","trial","treatment","genotype","fragment.ID","individual.ID","NP","R","GP"
"293",32.53686138,31,3102,"T2","M6","M602a","M602",0.661247815,-0.449963694,1.111211509
"294",32.45448318,32,3203,"T2","M6","M602a","M602",0.550126205,-0.377216673,0.927342878
"295",32.40641242,33,3305,"T2","M6","M602a","M602",0.21940574,-0.349992586,0.569398326
"296",32.40609059,34,3406,"T2","M6","M602a","M602",-0.111797858,-0.317196165,0.205398307
"297",32.53658879,27,2706,"T2","M6","M602b","M602",0.320793372,-0.359539869,0.680333241
"298",32.48985324,28,2802,"T2","M6","M602b","M602",0.444140244,-0.383536764,0.827677008
"299",32.54473889,29,2903,"T2","M6","M602b","M602",0.569412779,-0.398695812,0.968108591
"300",32.46202605,30,3005,"T2","M6","M602b","M602",0.15570674,-0.340438331,0.496145071
"301",32.404944755,31,3101,"T2","M6","M602b","M602",0.698312837,-0.475173084,1.173485921
"302",32.376713815,32,3202,"T2","M6","M602b","M602",0.60844622,-0.44446983,1.05291605
"303",32.55712422,33,3304,"T2","M6","M602b","M602",0.268622065,-0.363062916,0.631684981
"304",32.479852835,34,3405,"T2","M6","M602b","M602",-0.072364035,-0.322187586,0.249823551
"305",32.53213633,27,2705,"T2","M6","M602c","M602",0.524468917,-0.399207876,0.923676793
"306",32.328447755,28,2801,"T2","M6","M602c","M602",0.527592025,-0.496870145,1.02446217
"307",32.51233687,29,2902,"T2","M6","M602c","M602",0.567319751,-0.536706055,1.104025806
"308",32.466736915,30,3004,"T2","M6","M602c","M602",0.158441065,-0.496401958,0.654843023
"309",32.325335055,31,3106,"T2","M6","M602c","M602",0.259948792,-0.517309167,0.777257959
"310",32.505297345,32,3201,"T2","M6","M602c","M602",0.669730716,-0.501683457,1.171414173
"311",32.47950288,33,3303,"T2","M6","M602c","M602",0.225675095,-0.382088416,0.607763511
"312",32.419153505,34,3404,"T2","M6","M602c","M602",-0.207233688,-0.422913952,0.215680264
"313",32.386175265,27,2703,"T2","M6","M602d","M602",0.468997047,-0.419678159,0.888675206
"314",32.39670963,28,2805,"T2","M6","M602d","M602",0.45039183,-0.374415962,0.824807792
"315",32.40149262,29,2906,"T2","M6","M602d","M602",0.342280445,-0.436978665,0.77925911
"316",32.45038575,30,3002,"T2","M6","M602d","M602",0.575597198,-0.460820005,1.036417203
"317",32.339457395,31,3104,"T2","M6","M602d","M602",0.681706234,-0.468484404,1.150190638
"318",32.342868145,32,3205,"T2","M6","M602d","M602",0.396382874,-0.473329399,0.869712273
"319",32.447311195,33,3301,"T2","M6","M602d","M602",0.362019086,-0.483477006,0.845496092
"320",32.413366325,34,3402,"T2","M6","M602d","M602",-0.13749772,-0.352023131,0.214525411
"321",32.37944494,27,2704,"T3","M6","M603a","M603",0.529891265,-0.377079522,0.906970787
"322",32.44435799,28,2806,"T3","M6","M603a","M603",0.421861051,-0.473666866,0.895527917
"323",32.462226215,29,2901,"T3","M6","M603a","M603",0.732565871,-0.397511841,1.130077712
"324",32.47530242,30,3003,"T3","M6","M603a","M603",0.495055932,-0.542728052,1.037783984
"325",32.388508985,31,3105,"T3","M6","M603a","M603",0.580049599,-0.484429643,1.064479242
"326",32.38730723,32,3206,"T3","M6","M603a","M603",0.183834891,-0.393894698,0.577729589
"327",32.456493975,33,3302,"T3","M6","M603a","M603",0.391157229,-0.31170581,0.702863039
"328",32.31831103,34,3403,"T3","M6","M603a","M603",-0.013687418,-0.270101828,0.25641441
"329",32.55467974,27,2706,"T3","M6","M603b","M603",0.346260188,-0.350405864,0.696666052
"330",32.496222465,28,2801,"T3","M6","M603b","M603",0.399228655,-0.441567322,0.840795977
"331",32.37126328,29,2903,"T3","M6","M603b","M603",0.525040005,-0.390586694,0.915626699
"332",32.56344148,30,3004,"T3","M6","M603b","M603",0.134739179,-0.461929555,0.596668734
"333",32.519777345,31,3106,"T3","M6","M603b","M603",0.269718375,-0.494266026,0.763984401
"334",32.480980655,32,3202,"T3","M6","M603b","M603",0.68298272,-0.43112695,1.11410967
"335",32.28836503,33,3303,"T3","M6","M603b","M603",0.39838894,-0.346515993,0.744904933
"336",32.48209671,34,3405,"T3","M6","M603b","M603",-0.023920108,-0.266948143,0.243028035
"337",33.12116363,27,2706,"T3","M6","M603c","M603",0.355377965,-0.402380906,0.757758871
"338",33.08150393,28,2802,"T3","M6","M603c","M603",0.47875776,-0.465909734,0.944667494
"339",33.015058935,29,2903,"T3","M6","M603c","M603",0.574902865,-0.423851494,0.998754359
"340",33.036622965,30,3005,"T3","M6","M603c","M603",0.09999568,-0.453898252,0.553893932
"341",33.05494463,31,3101,"T3","M6","M603c","M603",0.628152204,-0.460171079,1.088323283
"342",33.083059005,32,3202,"T3","M6","M603c","M603",0.672236238,-0.390144397,1.062380635
"343",33.174922625,33,3304,"T3","M6","M603c","M603",0.339829025,-0.352124213,0.691953238
"344",32.98174191,34,3405,"T3","M6","M603c","M603",-0.119678574,-0.338044145,0.218365571
"345",33.226481185,27,2702,"T3","M6","M603d","M603",0.509121838,-0.479355145,0.988476983
"346",33.203642755,28,2804,"T3","M6","M603d","M603",0.584014477,-0.465540104,1.049554581
"347",33.158120295,29,2905,"T3","M6","M603d","M603",0.609857928,-0.474170378,1.084028306
"348",33.013744635,30,3001,"T3","M6","M603d","M603",0.732579815,-0.565591522,1.298171337
"349",33.117356915,31,3103,"T3","M6","M603d","M603",0.802720684,-0.499948949,1.302669633
"350",33.008670785,32,3204,"T3","M6","M603d","M603",0.684860872,-0.537086182,1.221947054
"351",33.00910734,33,3306,"T3","M6","M603d","M603",0.186939306,-0.357573599,0.544512905
"352",33.12987064,34,3401,"T3","M6","M603d","M603",-0.043242649,-0.376419568,0.333176919
"353",33.27791239,27,2706,"C","M6","M60Ca","M60C",0.352355268,-0.388577669,0.740932937
"354",33.17628505,28,2802,"C","M6","M60Ca","M60C",0.53350169,-0.437369256,0.970870946
"355",33.11838559,29,2903,"C","M6","M60Ca","M60C",0.601766607,-0.3847469,0.986513507
"356",33.141422645,30,3005,"C","M6","M60Ca","M60C",0.122368107,-0.406330831,0.528698938
"357",33.234129785,31,3101,"C","M6","M60Ca","M60C",0.759320086,-0.453141943,1.212462029
"358",33.12939257,32,3202,"C","M6","M60Ca","M60C",0.684099618,-0.455845954,1.139945572
"359",33.21998648,33,3304,"C","M6","M60Ca","M60C",0.220361593,-0.376847373,0.597208966
"360",33.180355475,34,3405,"C","M6","M60Ca","M60C",-0.121755419,-0.30504856,0.183293141
"361",33.11741915,27,2704,"C","M6","M60Cb","M60C",0.494462715,-0.387118536,0.881581251
"362",33.13844721,28,2805,"C","M6","M60Cb","M60C",0.433817137,-0.399422772,0.833239909
"363",33.26058838,29,2901,"C","M6","M60Cb","M60C",0.629119788,-0.463030498,1.092150286
"364",33.179211335,30,3002,"C","M6","M60Cb","M60C",0.528071937,-0.378291959,0.906363896
"365",33.230027065,31,3104,"C","M6","M60Cb","M60C",0.613756496,-0.397253247,1.011009743
"366",33.14598954,32,3206,"C","M6","M60Cb","M60C",0.130665913,-0.461161438,0.591827351
"367",33.093841335,33,3301,"C","M6","M60Cb","M60C",0.327425606,-0.461034194,0.7884598
"368",33.25299153,34,3403,"C","M6","M60Cb","M60C",0.01870648,-0.203581681,0.222288161
"369",32.974775725,27,2706,"C","M6","M60Cc","M60C",0.379942137,-0.400662358,0.780604495
"370",33.018056475,28,2801,"C","M6","M60Cc","M60C",0.457770061,-0.414206308,0.871976369
"371",33.21034995,29,2903,"C","M6","M60Cc","M60C",0.640090495,-0.353910612,0.994001107
"372",33.072978985,30,3004,"C","M6","M60Cc","M60C",0.189320791,-0.386913577,0.576234368
"373",33.094313525,31,3106,"C","M6","M60Cc","M60C",0.271801105,-0.490772808,0.762573913
"374",33.130887935,32,3202,"C","M6","M60Cc","M60C",0.669022717,-0.419014117,1.088036834
"375",33.144474,33,3303,"C","M6","M60Cc","M60C",0.337348472,-0.389425989,0.726774461
"376",33.02319064,34,3405,"C","M6","M60Cc","M60C",-0.203860065,-0.336172308,0.132312243
"377",33.206904665,27,2705,"C","M6","M60Cd","M60C",0.456488981,-0.344021342,0.800510323
"378",33.0637045,28,2801,"C","M6","M60Cd","M60C",0.50509605,-0.443247579,0.948343629
"379",33.182787155,29,2902,"C","M6","M60Cd","M60C",0.669910583,-0.416654314,1.086564897
"380",33.144113265,30,3004,"C","M6","M60Cd","M60C",0.218887923,-0.424312131,0.643200054
"381",33.13343354,31,3106,"C","M6","M60Cd","M60C",0.303254051,-0.427678709,0.73093276
"382",32.994130505,32,3201,"C","M6","M60Cd","M60C",0.718655063,-0.523565839,1.242220902
"383",33.200718715,33,3303,"C","M6","M60Cd","M60C",0.382716151,-0.374076921,0.756793072
"384",33.16693719,34,3404,"C","M6","M60Cd","M60C",-0.088667748,-0.32699223,0.238324482
