"","Temp.C","temp.Cat","trial","treatment","genotype","fragment.ID","individual.ID","rate.type","umol.cm2.hr","log.rate","K"
"53",27.180141105,"31",3103,"T2","K2","K202c","K202","GP",1.323013749,0.842865372410447,300.330141105
"54",27.05098725,"32",3205,"T2","K2","K202c","K202","GP",0.968820756,0.677434762501551,300.20098725
"55",27.13296287,"33",3306,"T2","K2","K202c","K202","GP",0.765673108,0.568531981990325,300.28296287
"56",27.179737005,"34",3402,"T2","K2","K202c","K202","GP",0.539952512,0.431751579586451,300.329737005
"57",26.975087165,"27",2705,"T2","K2","K202d","K202","GP",0.999709505,0.693001922510506,300.125087165
"58",27.165024415,"28",2806,"T2","K2","K202d","K202","GP",0.950494688,0.66808302655661,300.315024415
"59",27.00744033,"29",2902,"T2","K2","K202d","K202","GP",1.157177193,0.768800511923655,300.15744033
"60",27.145403925,"30",3003,"T2","K2","K202d","K202","GP",1.067512628,0.726346255756791,300.295403925
"61",27.227113125,"31",3105,"T2","K2","K202d","K202","GP",1.167914937,0.773765847106552,300.377113125
"62",27.162567765,"32",3201,"T2","K2","K202d","K202","GP",1.375382612,0.865158524300901,300.312567765
"63",27.163459615,"33",3302,"T2","K2","K202d","K202","GP",0.906876288,0.645466451939241,300.313459615
"64",27.127776235,"34",3404,"T2","K2","K202d","K202","GP",0.363401365,0.309982581119583,300.277776235
"65",27.29955911,"27",2702,"T3","K2","K203a","K203","GP",0.848773281,0.614522327796579,300.44955911
"66",27.186243905,"28",2803,"T3","K2","K203a","K203","GP",0.912810266,0.64857350414883,300.336243905
"67",27.17924261,"29",2905,"T3","K2","K203a","K203","GP",1.126552322,0.754502040158448,300.32924261
"68",27.169694225,"30",3006,"T3","K2","K203a","K203","GP",0.560633246,0.445091665818478,300.319694225
"69",27.1069083,"31",3102,"T3","K2","K203a","K203","GP",1.395100241,0.873425084266762,300.2569083
"70",27.14101971,"32",3204,"T3","K2","K203a","K203","GP",1.093713484,0.738939275961541,300.29101971
"71",27.10547157,"33",3305,"T3","K2","K203a","K203","GP",0.677116241,0.517075795286851,300.25547157
"72",27.090344775,"34",3401,"T3","K2","K203a","K203","GP",0.374416682,0.318029409834263,300.240344775
"73",27.09397208,"27",2701,"T3","K2","K203b","K203","GP",1.040925516,0.713403389286239,300.24397208
"74",27.11799962,"28",2802,"T3","K2","K203b","K203","GP",1.205428699,0.790921911316627,300.26799962
"75",27.13402059,"29",2904,"T3","K2","K203b","K203","GP",1.141701949,0.76160081621872,300.28402059
"76",27.065994815,"30",3005,"T3","K2","K203b","K203","GP",0.681755675,0.519838292379011,300.215994815
"77",27.149023385,"31",3101,"T3","K2","K203b","K203","GP",1.507139727,0.919142552365754,300.299023385
"78",27.121660575,"32",3203,"T3","K2","K203b","K203","GP",1.429837844,0.887824524261656,300.271660575
"79",27.23054577,"33",3304,"T3","K2","K203b","K203","GP",0.83377776,0.606378188738112,300.38054577
"80",27.16448477,"34",3406,"T3","K2","K203b","K203","GP",0.296372197,0.259569745742413,300.31448477
"81",27.339594945,"27",2703,"T3","K2","K203c","K203","GP",0.871056703,0.626503353086068,300.489594945
"82",27.24467001,"28",2805,"T3","K2","K203c","K203","GP",0.896251723,0.639879160315657,300.39467001
"83",27.258134545,"29",2906,"T3","K2","K203c","K203","GP",0.789402207,0.581881601504913,300.408134545
"84",27.279009185,"30",3002,"T3","K2","K203c","K203","GP",1.058992334,0.722216704872136,300.429009185
"85",27.273974625,"31",3104,"T3","K2","K203c","K203","GP",1.2148614,0.795189828175873,300.423974625
"86",27.3247067,"32",3205,"T3","K2","K203c","K203","GP",0.849305277,0.614810042616762,300.4747067
"87",27.32596311,"33",3301,"T3","K2","K203c","K203","GP",0.990618766,0.688445528093738,300.47596311
"88",27.359169065,"34",3402,"T3","K2","K203c","K203","GP",0.388643626,0.328327462098313,300.509169065
"89",27.23612863,"27",2704,"T3","K2","K203d","K203","GP",0.794656253,0.584813501094332,300.38612863
"90",27.353807655,"28",2805,"T3","K2","K203d","K203","GP",0.842011371,0.610858110995386,300.503807655
"91",27.25999852,"29",2901,"T3","K2","K203d","K203","GP",1.185701699,0.781936920699045,300.40999852
"92",27.218260735,"30",3002,"T3","K2","K203d","K203","GP",0.95294184,0.669336871625205,300.368260735
"93",27.204587715,"31",3104,"T3","K2","K203d","K203","GP",1.11521827,0.749158008119016,300.354587715
"94",27.243026655,"32",3206,"T3","K2","K203d","K203","GP",0.563398756,0.446862141102101,300.393026655
"95",27.285461115,"33",3301,"T3","K2","K203d","K203","GP",1.019626606,0.70291264581167,300.435461115
"96",27.176283505,"34",3403,"T3","K2","K203d","K203","GP",0.332547749,0.287092710562176,300.326283505
"97",28.31235991,"27",2704,"C","K2","K20Ca","K20C","GP",0.988428379,0.687344567415752,301.46235991
"98",28.33710049,"28",2806,"C","K2","K20Ca","K20C","GP",0.881666215,0.632157668898057,301.48710049
"99",28.31459938,"29",2901,"C","K2","K20Ca","K20C","GP",1.348840867,0.853921958384108,301.46459938
"100",28.342707765,"30",3003,"C","K2","K20Ca","K20C","GP",1.099078567,0.741498470819262,301.492707765
"101",28.234722805,"31",3105,"C","K2","K20Ca","K20C","GP",1.360162903,0.858730643350201,301.384722805
"102",28.191228825,"32",3206,"C","K2","K20Ca","K20C","GP",0.842676414,0.611219087580663,301.341228825
"103",28.274152915,"33",3302,"C","K2","K20Ca","K20C","GP",1.090149341,0.737235518447855,301.424152915
"104",28.27707261,"34",3403,"C","K2","K20Ca","K20C","GP",0.497491316,0.403791251992323,301.42707261
"105",28.56827493,"27",2703,"C","K2","K20Cb","K20C","GP",0.856144718,0.618501604384613,301.71827493
"106",28.459557645,"28",2804,"C","K2","K20Cb","K20C","GP",0.766966407,0.569264181838223,301.609557645
"107",28.520001985,"29",2906,"C","K2","K20Cb","K20C","GP",0.681236128,0.519529313330255,301.670001985
"108",28.44536375,"30",3001,"C","K2","K20Cb","K20C","GP",0.863843653,0.622640835599592,301.59536375
"109",28.556070815,"31",3103,"C","K2","K20Cb","K20C","GP",0.954013171,0.669885294130115,301.706070815
"110",28.412209935,"32",3205,"C","K2","K20Cb","K20C","GP",0.691712315,0.525741220132127,301.562209935
"111",28.492968995,"33",3306,"C","K2","K20Cb","K20C","GP",0.362468633,0.309298225638884,301.642968995
"112",28.46833655,"34",3402,"C","K2","K20Cb","K20C","GP",0.2456555,0.219661897385102,301.61833655
"113",28.40618909,"27",2702,"C","K2","K20Cc","K20C","GP",0.992488151,0.689384184864049,301.55618909
"114",28.30339574,"28",2803,"C","K2","K20Cc","K20C","GP",1.065900194,0.725566060721245,301.45339574
"115",28.31938321,"29",2905,"C","K2","K20Cc","K20C","GP",1.159659917,0.769950763466844,301.46938321
"116",28.362135585,"30",3006,"C","K2","K20Cc","K20C","GP",0.640704055,0.49512545154171,301.512135585
"117",28.3960556,"31",3102,"C","K2","K20Cc","K20C","GP",1.394996936,0.873381951530119,301.5460556
"118",28.3685016,"32",3205,"C","K2","K20Cc","K20C","GP",1.194097862,0.785770965233863,301.5185016
"119",28.40048862,"33",3305,"C","K2","K20Cc","K20C","GP",0.874587845,0.628388819259296,301.55048862
"120",28.682850655,"34",3401,"C","K2","K20Cc","K20C","GP",0.580499876,0.457741174217348,301.832850655
"121",28.51200627,"27",2703,"C","K2","K20Cd","K20C","GP",0.905391415,0.644687454664773,301.66200627
"122",28.527113365,"28",2805,"C","K2","K20Cd","K20C","GP",0.973705488,0.679912734338481,301.677113365
"123",28.50222913,"29",2906,"C","K2","K20Cd","K20C","GP",0.876332163,0.629318894079352,301.65222913
"124",28.533099845,"30",3002,"C","K2","K20Cd","K20C","GP",1.153114711,0.766915496572765,301.683099845
"125",28.6132263,"31",3104,"C","K2","K20Cd","K20C","GP",1.231183029,0.802531951081347,301.7632263
"126",28.56478412,"32",3205,"C","K2","K20Cd","K20C","GP",0.893882452,0.638628929479904,301.71478412
"127",28.55228898,"33",3301,"C","K2","K20Cd","K20C","GP",0.999297455,0.692795846349309,301.70228898
"128",28.580479615,"34",3402,"C","K2","K20Cd","K20C","GP",0.382144976,0.323636622882613,301.730479615
"129",28.307436125,"27",2706,"T1","M5","M501a","M501","GP",0.728163435,0.547059246349231,301.457436125
"130",28.3534906,"28",2802,"T1","M5","M501a","M501","GP",0.94482616,0.665172595183937,301.5034906
"131",28.355797165,"29",2903,"T1","M5","M501a","M501","GP",1.06985409,0.727478116870182,301.505797165
"132",28.30045088,"30",3005,"T1","M5","M501a","M501","GP",0.553238613,0.4403421788548,301.45045088
"133",28.291902645,"31",3101,"T1","M5","M501a","M501","GP",1.288523615,0.827906900044555,301.441902645
"134",28.36586251,"32",3202,"T1","M5","M501a","M501","GP",1.196336774,0.786790869812657,301.51586251
"135",28.351356005,"33",3304,"T1","M5","M501a","M501","GP",0.876401885,0.629356052054906,301.501356005
"136",28.24670015,"34",3405,"T1","M5","M501a","M501","GP",0.365716263,0.311679025810296,301.39670015
"137",28.18807588,"27",2702,"T1","M5","M501b","M501","GP",0.839131294,0.609293337309735,301.33807588
"138",28.22796757,"28",2803,"T1","M5","M501b","M501","GP",0.940817768,0.663109414153376,301.37796757
"139",28.25493998,"29",2905,"T1","M5","M501b","M501","GP",1.088353144,0.73637578598768,301.40493998
"140",28.290074385,"30",3006,"T1","M5","M501b","M501","GP",0.509135658,0.411537075016055,301.440074385
"141",28.15756277,"31",3102,"T1","M5","M501b","M501","GP",1.280291642,0.824303347944054,301.30756277
"142",28.11676352,"32",3204,"T1","M5","M501b","M501","GP",1.2073686,0.791801127375523,301.26676352
"143",28.21753066,"33",3305,"T1","M5","M501b","M501","GP",0.835149766,0.607126094524874,301.36753066
"144",28.20249505,"34",3401,"T1","M5","M501b","M501","GP",0.506071694,0.409504733822282,301.35249505
"145",29.073833715,"27",2702,"T1","M5","M501c","M501","GP",0.944681912,0.665098422307884,302.223833715
"146",29.15970212,"28",2804,"T1","M5","M501c","M501","GP",1.081058398,0.73287660948772,302.30970212
"147",29.13200379,"29",2905,"T1","M5","M501c","M501","GP",1.224717213,0.799629812260015,302.28200379
"148",29.14650744,"30",3001,"T1","M5","M501c","M501","GP",1.162693033,0.771354219655149,302.29650744
"149",29.05561506,"31",3103,"T1","M5","M501c","M501","GP",1.190959879,0.784339748715864,302.20561506
"150",29.091817605,"32",3204,"T1","M5","M501c","M501","GP",1.100898767,0.74236523745594,302.241817605
"151",29.02703657,"33",3306,"T1","M5","M501c","M501","GP",0.584858023,0.460494827922807,302.17703657
"152",28.91211814,"34",3401,"T1","M5","M501c","M501","GP",0.567929755,0.449756121817563,302.06211814
"153",29.377231155,"27",2703,"T1","M5","M501d","M501","GP",0.901254631,0.642514000354343,302.527231155
"154",29.540651855,"28",2804,"T1","M5","M501d","M501","GP",1.063587203,0.724445829070428,302.690651855
"155",29.44993647,"29",2906,"T1","M5","M501d","M501","GP",0.868042935,0.624891324017887,302.59993647
"156",29.403191795,"30",3001,"T1","M5","M501d","M501","GP",1.209299737,0.792675604232608,302.553191795
"157",29.355126915,"31",3103,"T1","M5","M501d","M501","GP",1.372544549,0.863963028564855,302.505126915
"158",29.364475595,"32",3205,"T1","M5","M501d","M501","GP",0.935151866,0.660185807122989,302.514475595
"159",29.36887439,"33",3306,"T1","M5","M501d","M501","GP",0.549913168,0.438198908716779,302.51887439
"160",29.387112545,"34",3402,"T1","M5","M501d","M501","GP",0.554198774,0.440960154962427,302.537112545
"161",29.333946675,"27",2704,"T2","M5","M502a","M502","GP",0.842773103,0.611271558249208,302.483946675
"162",29.287617625,"28",2805,"T2","M5","M502a","M502","GP",0.874668515,0.628431851792826,302.437617625
"163",29.25560508,"29",2901,"T2","M5","M502a","M502","GP",1.237749749,0.805470784602667,302.40560508
"164",29.35411946,"30",3002,"T2","M5","M502a","M502","GP",1.002048943,0.694171127647152,302.50411946
"165",29.251682385,"31",3104,"T2","M5","M502a","M502","GP",1.259712615,0.81523764369406,302.401682385
"166",29.339921555,"32",3206,"T2","M5","M502a","M502","GP",0.52760767,0.423702897304511,302.489921555
"167",29.36095908,"33",3301,"T2","M5","M502a","M502","GP",0.893646866,0.638504528594512,302.51095908
"168",29.270233765,"34",3403,"T2","M5","M502a","M502","GP",0.282947422,0.249160104279356,302.420233765
"169",29.261579115,"27",2702,"T2","M5","M502b","M502","GP",0.888637242,0.635855533021252,302.411579115
"170",29.381689145,"28",2803,"T2","M5","M502b","M502","GP",0.968368988,0.677205274957716,302.531689145
"171",29.38091948,"29",2905,"T2","M5","M502b","M502","GP",1.052219479,0.71892188016586,302.53091948
"172",29.35088597,"30",3006,"T2","M5","M502b","M502","GP",0.448842401,0.37076489344816,302.50088597
"173",29.310996065,"31",3102,"T2","M5","M502b","M502","GP",1.200896994,0.788865001812659,302.460996065
"174",29.24302975,"32",3204,"T2","M5","M502b","M502","GP",0.979991643,0.683092623990466,302.39302975
"175",29.306745865,"33",3305,"T2","M5","M502b","M502","GP",0.657870058,0.505533680903561,302.456745865
"176",29.252750945,"34",3401,"T2","M5","M502b","M502","GP",0.345137176,0.296495997444296,302.402750945
"177",29.26259676,"27",2701,"T2","M5","M502c","M502","GP",0.739411416,0.553546789334697,302.41259676
"178",29.27355659,"28",2802,"T2","M5","M502c","M502","GP",0.805906185,0.591062507355394,302.42355659
"179",29.238498395,"29",2904,"T2","M5","M502c","M502","GP",0.906532191,0.645285985040492,302.388498395
"180",29.318144085,"30",3005,"T2","M5","M502c","M502","GP",0.483276238,0.394253315533277,302.468144085
"181",29.310961425,"31",3101,"T2","M5","M502c","M502","GP",1.050484486,0.718076099861833,302.460961425
"182",29.212063775,"32",3203,"T2","M5","M502c","M502","GP",1.000322638,0.693308486549435,302.362063775
"183",29.17911644,"33",3304,"T2","M5","M502c","M502","GP",0.577633383,0.455925865266083,302.32911644
"184",29.193431445,"34",3406,"T2","M5","M502c","M502","GP",0.205865564,0.187197619454642,302.343431445
"185",29.46546559,"27",2702,"T2","M5","M502d","M502","GP",0.858580906,0.619813242764324,302.61546559
"186",29.337882505,"28",2804,"T2","M5","M502d","M502","GP",0.899568449,0.641626728268728,302.487882505
"187",29.440479595,"29",2905,"T2","M5","M502d","M502","GP",0.906230857,0.645127919093653,302.590479595
"188",29.40697218,"30",3001,"T2","M5","M502d","M502","GP",1.067044022,0.726119578005498,302.55697218
"189",29.47974485,"31",3103,"T2","M5","M502d","M502","GP",1.211282714,0.793572760729512,302.62974485
"190",29.32747792,"32",3204,"T2","M5","M502d","M502","GP",1.026972485,0.706543293130075,302.47747792
"191",29.406105945,"33",3306,"T2","M5","M502d","M502","GP",0.440391908,0.364915234892882,302.556105945
"192",29.510334855,"34",3401,"T2","M5","M502d","M502","GP",0.32203843,0.27917481059851,302.660334855
"193",30.500038895,"27",2701,"T3","M5","M503a","M503","GP",0.842087478,0.610899427476365,303.650038895
"194",30.477991635,"28",2803,"T3","M5","M503a","M503","GP",0.912032276,0.648166695239869,303.627991635
"195",30.377063855,"29",2904,"T3","M5","M503a","M503","GP",0.972705537,0.679405969576744,303.527063855
"196",30.371860885,"30",3006,"T3","M5","M503a","M503","GP",0.310695936,0.270558245005306,303.521860885
"197",30.28939975,"31",3102,"T3","M5","M503a","M503","GP",1.173819398,0.776485711651159,303.43939975
"198",30.423050125,"32",3203,"T3","M5","M503a","M503","GP",1.055279098,0.720411652838218,303.573050125
"199",30.402037195,"33",3305,"T3","M5","M503a","M503","GP",0.682315081,0.520170869215666,303.552037195
"200",30.36028088,"34",3406,"T3","M5","M503a","M503","GP",0.195318384,0.178412580022794,303.51028088
"201",30.5620949,"27",2703,"T3","M5","M503b","M503","GP",0.814153724,0.595619091211602,303.7120949
"202",30.471864465,"28",2804,"T3","M5","M503b","M503","GP",0.890181875,0.636673054600457,303.621864465
"203",30.50375077,"29",2906,"T3","M5","M503b","M503","GP",0.708752165,0.535763376063266,303.65375077
"204",30.48170673,"30",3001,"T3","M5","M503b","M503","GP",1.001970038,0.694131714747071,303.63170673
"205",30.29375416,"31",3103,"T3","M5","M503b","M503","GP",1.104020598,0.743850084751497,303.44375416
"206",30.32059529,"32",3205,"T3","M5","M503b","M503","GP",0.731975261,0.549262526550936,303.47059529
"207",30.425420885,"33",3306,"T3","M5","M503b","M503","GP",0.470748925,0.385771743842562,303.575420885
"208",30.315561155,"34",3402,"T3","M5","M503b","M503","GP",0.327004565,0.282924195434583,303.465561155
"209",30.52681377,"27",2705,"T3","M5","M503c","M503","GP",0.706804145,0.534622700849968,303.67681377
"210",30.16835582,"28",2806,"T3","M5","M503c","M503","GP",0.75888471,0.564679920685275,303.31835582
"211",30.43520691,"29",2902,"T3","M5","M503c","M503","GP",1.036062626,0.711017857547241,303.58520691
"212",30.46932537,"30",3003,"T3","M5","M503c","M503","GP",0.805564204,0.590873121335748,303.61932537
"213",30.21551191,"31",3105,"T3","M5","M503c","M503","GP",0.913046138,0.648696808306327,303.36551191
"214",30.42712498,"32",3201,"T3","M5","M503c","M503","GP",1.048377982,0.717048251671316,303.57712498
"215",30.57888932,"33",3302,"T3","M5","M503c","M503","GP",0.783159394,0.578386731408087,303.72888932
"216",30.43314977,"34",3404,"T3","M5","M503c","M503","GP",0.322774258,0.279731241700284,303.58314977
"217",30.173532345,"27",2705,"T3","M5","M503d","M503","GP",0.855638468,0.618228824441512,303.323532345
"218",29.985407325,"28",2801,"T3","M5","M503d","M503","GP",0.966911226,0.67646440671586,303.135407325
"219",30.074466325,"29",2902,"T3","M5","M503d","M503","GP",1.177374823,0.778119941524941,303.224466325
"220",30.17272712,"30",3004,"T3","M5","M503d","M503","GP",0.656281605,0.504575092834482,303.32272712
"221",30.11139117,"31",3106,"T3","M5","M503d","M503","GP",0.740986336,0.554451812392244,303.26139117
"222",29.930606265,"32",3201,"T3","M5","M503d","M503","GP",1.175435499,0.777228873922699,303.080606265
"223",29.995470735,"33",3303,"T3","M5","M503d","M503","GP",0.941761271,0.663595432858518,303.145470735
"224",30.033215805,"34",3404,"T3","M5","M503d","M503","GP",0.309887138,0.269940979303101,303.183215805
"225",30.06650846,"27",2705,"C","M5","M50Ca","M50C","GP",1.006144348,0.696214645076505,303.21650846
"226",29.92754295,"28",2806,"C","M5","M50Ca","M50C","GP",0.952441784,0.669080786154032,303.07754295
"227",30.04331947,"29",2902,"C","M5","M50Ca","M50C","GP",1.330230557,0.845967214184378,303.19331947
"228",29.948496655,"30",3003,"C","M5","M50Ca","M50C","GP",1.165852199,0.772813909408454,303.098496655
"229",30.12288274,"31",3105,"C","M5","M50Ca","M50C","GP",1.176394459,0.777669589678956,303.27288274
"230",30.12511244,"32",3201,"C","M5","M50Ca","M50C","GP",1.214495902,0.79502479384881,303.27511244
"231",30.007358035,"33",3302,"C","M5","M50Ca","M50C","GP",0.945051116,0.665288257444872,303.157358035
"232",30.12240435,"34",3404,"C","M5","M50Ca","M50C","GP",0.255903726,0.227855413834263,303.27240435
"233",30.0503049,"27",2702,"C","M5","M50Cb","M50C","GP",0.910401478,0.647313417875813,303.2003049
"234",30.02434929,"28",2804,"C","M5","M50Cb","M50C","GP",1.035712104,0.710845685939474,303.17434929
"235",30.06914109,"29",2905,"C","M5","M50Cb","M50C","GP",1.163755436,0.771845339810152,303.21914109
"236",29.99665551,"30",3001,"C","M5","M50Cb","M50C","GP",1.240023432,0.806486326526521,303.14665551
"237",30.07060262,"31",3103,"C","M5","M50Cb","M50C","GP",1.305500452,0.835297768717521,303.22060262
"238",29.968110165,"32",3204,"C","M5","M50Cb","M50C","GP",1.182407054,0.78042842088319,303.118110165
"239",29.92916213,"33",3306,"C","M5","M50Cb","M50C","GP",0.446985949,0.369482737166817,303.07916213
"240",30.050941335,"34",3401,"C","M5","M50Cb","M50C","GP",0.404529449,0.339702334946474,303.200941335
"241",31.455521715,"27",2701,"C","M5","M50Cc","M50C","GP",0.793158892,0.583978808655385,304.605521715
"242",31.294172455,"28",2802,"C","M5","M50Cc","M50C","GP",1.035217801,0.71060284068595,304.444172455
"243",31.407467295,"29",2904,"C","M5","M50Cc","M50C","GP",1.121776926,0.7522539102549,304.557467295
"244",31.34936934,"30",3005,"C","M5","M50Cc","M50C","GP",0.585062363,0.460623752296546,304.49936934
"245",31.379657755,"31",3101,"C","M5","M50Cc","M50C","GP",1.361066558,0.859113448303233,304.529657755
"246",31.33998551,"32",3203,"C","M5","M50Cc","M50C","GP",1.168435209,0.77400580559006,304.48998551
"247",31.21168916,"33",3304,"C","M5","M50Cc","M50C","GP",0.776828729,0.57483016242279,304.36168916
"248",31.225473765,"34",3406,"C","M5","M50Cc","M50C","GP",0.194702971,0.177897594654723,304.375473765
"249",31.44194396,"27",2701,"C","M5","M50Cd","M50C","GP",4.185732468,1.64591109843524,304.59194396
"250",31.439874745,"28",2803,"C","M5","M50Cd","M50C","GP",4.407358502,1.68776071151242,304.589874745
"251",31.36961761,"29",2904,"C","M5","M50Cd","M50C","GP",4.997190498,1.7912911092313,304.51961761
"252",31.321017275,"30",3006,"C","M5","M50Cd","M50C","GP",2.087289897,1.12729365008396,304.471017275
"253",31.33250309,"31",3102,"C","M5","M50Cd","M50C","GP",4.819519871,1.76121776194858,304.48250309
"254",31.37693176,"32",3203,"C","M5","M50Cd","M50C","GP",4.959308341,1.78495442417513,304.52693176
"255",31.38428689,"33",3305,"C","M5","M50Cd","M50C","GP",3.078272878,1.40567358457763,304.53428689
"256",31.471049585,"34",3407,"C","M5","M50Cd","M50C","GP",1.082588956,0.733611810112947,304.621049585
"257",31.435326005,"27",2705,"T1","M6","M601a","M601","GP",0.823690294,0.600862082279204,304.585326005
"258",31.31575227,"28",2806,"T1","M6","M601a","M601","GP",0.820010454,0.598842245028251,304.46575227
"259",31.28169072,"29",2902,"T1","M6","M601a","M601","GP",1.088375622,0.73638654943499,304.43169072
"260",31.390963795,"30",3003,"T1","M6","M601a","M601","GP",0.986093214,0.686169500070384,304.540963795
"261",31.2608723,"31",3105,"T1","M6","M601a","M601","GP",1.135925372,0.758899982285348,304.4108723
"262",31.33674537,"32",3201,"T1","M6","M601a","M601","GP",1.410527376,0.87984555177893,304.48674537
"263",31.36257244,"33",3302,"T1","M6","M601a","M601","GP",1.011941105,0.699099979940276,304.51257244
