"","Temp.C","temp.Cat","trial","treatment","genotype","fragment.ID","individual.ID","rate.type","umol.cm2.hr"
"250",31.439874745,28,2803,"C","M5","M50Cd","M50C","NP",2.333354827
"251",31.36961761,29,2904,"C","M5","M50Cd","M50C","NP",2.755367819
"252",31.321017275,30,3006,"C","M5","M50Cd","M50C","NP",-0.163165618
"253",31.33250309,31,3102,"C","M5","M50Cd","M50C","NP",2.67079689
"254",31.37693176,32,3203,"C","M5","M50Cd","M50C","NP",2.702791383
"255",31.38428689,33,3305,"C","M5","M50Cd","M50C","NP",1.215445033
"256",31.471049585,34,3407,"C","M5","M50Cd","M50C","NP",-0.276558838
"257",31.435326005,27,2705,"T1","M6","M601a","M601","NP",0.460270626
"258",31.31575227,28,2806,"T1","M6","M601a","M601","NP",0.397767749
"259",31.28169072,29,2902,"T1","M6","M601a","M601","NP",0.681685245
"260",31.390963795,30,3003,"T1","M6","M601a","M601","NP",0.476281139
"261",31.2608723,31,3105,"T1","M6","M601a","M601","NP",0.648317849
"262",31.33674537,32,3201,"T1","M6","M601a","M601","NP",0.933385621
"263",31.36257244,33,3302,"T1","M6","M601a","M601","NP",0.548722648
"264",31.320709565,34,3404,"T1","M6","M601a","M601","NP",0.150926778
"265",31.41614239,27,2701,"T1","M6","M601b","M601","NP",0.663930939
"266",31.288192515,28,2802,"T1","M6","M601b","M601","NP",0.751172284
"267",31.31369879,29,2904,"T1","M6","M601b","M601","NP",0.84386732
"268",31.286240605,30,3005,"T1","M6","M601b","M601","NP",0.191654648
"269",31.229983105,31,3101,"T1","M6","M601b","M601","NP",0.965872211
"270",31.238778995,32,3203,"T1","M6","M601b","M601","NP",0.863433541
"271",31.256068605,33,3304,"T1","M6","M601b","M601","NP",0.443292774
"272",31.235567175,34,3406,"T1","M6","M601b","M601","NP",-0.115837454
"273",31.321951975,27,2704,"T1","M6","M601c","M601","NP",0.544063104
"274",31.252267745,28,2806,"T1","M6","M601c","M601","NP",0.440438456
"275",31.316854405,29,2901,"T1","M6","M601c","M601","NP",0.96023634
"276",31.32580415,30,3003,"T1","M6","M601c","M601","NP",0.518347571
"277",31.363457575,31,3105,"T1","M6","M601c","M601","NP",0.680128127
"278",31.21954279,32,3206,"T1","M6","M601c","M601","NP",0.130609466
"279",31.419540525,33,3302,"T1","M6","M601c","M601","NP",0.419443791
"280",31.421600225,34,3403,"T1","M6","M601c","M601","NP",0.086752982
"281",31.336803295,27,2705,"T1","M6","M601d","M601","NP",0.488190034
"282",31.297544525,28,2801,"T1","M6","M601d","M601","NP",0.525021387
"283",31.33400728,29,2902,"T1","M6","M601d","M601","NP",0.755850897
"284",31.294099475,30,3004,"T1","M6","M601d","M601","NP",0.232654073
"285",31.389877075,31,3106,"T1","M6","M601d","M601","NP",0.431459376
"286",31.19768445,32,3201,"T1","M6","M601d","M601","NP",0.737366309
"287",31.313615665,33,3303,"T1","M6","M601d","M601","NP",0.467501159
"288",31.35893987,34,3404,"T1","M6","M601d","M601","NP",0.022030405
"289",32.58202413,27,2701,"T2","M6","M602a","M602","NP",0.4099111
"290",32.555130425,28,2803,"T2","M6","M602a","M602","NP",0.524480107
"291",32.522805715,29,2904,"T2","M6","M602a","M602","NP",0.531648215
"292",32.432220355,30,3006,"T2","M6","M602a","M602","NP",0.043718913
"293",32.53686138,31,3102,"T2","M6","M602a","M602","NP",0.661247815
"294",32.45448318,32,3203,"T2","M6","M602a","M602","NP",0.550126205
"295",32.40641242,33,3305,"T2","M6","M602a","M602","NP",0.21940574
"296",32.40609059,34,3406,"T2","M6","M602a","M602","NP",-0.111797858
"297",32.53658879,27,2706,"T2","M6","M602b","M602","NP",0.320793372
"298",32.48985324,28,2802,"T2","M6","M602b","M602","NP",0.444140244
"299",32.54473889,29,2903,"T2","M6","M602b","M602","NP",0.569412779
"300",32.46202605,30,3005,"T2","M6","M602b","M602","NP",0.15570674
"301",32.404944755,31,3101,"T2","M6","M602b","M602","NP",0.698312837
"302",32.376713815,32,3202,"T2","M6","M602b","M602","NP",0.60844622
"303",32.55712422,33,3304,"T2","M6","M602b","M602","NP",0.268622065
"304",32.479852835,34,3405,"T2","M6","M602b","M602","NP",-0.072364035
"305",32.53213633,27,2705,"T2","M6","M602c","M602","NP",0.524468917
"306",32.328447755,28,2801,"T2","M6","M602c","M602","NP",0.527592025
"307",32.51233687,29,2902,"T2","M6","M602c","M602","NP",0.567319751
"308",32.466736915,30,3004,"T2","M6","M602c","M602","NP",0.158441065
"309",32.325335055,31,3106,"T2","M6","M602c","M602","NP",0.259948792
"310",32.505297345,32,3201,"T2","M6","M602c","M602","NP",0.669730716
"311",32.47950288,33,3303,"T2","M6","M602c","M602","NP",0.225675095
"312",32.419153505,34,3404,"T2","M6","M602c","M602","NP",-0.207233688
"313",32.386175265,27,2703,"T2","M6","M602d","M602","NP",0.468997047
"314",32.39670963,28,2805,"T2","M6","M602d","M602","NP",0.45039183
"315",32.40149262,29,2906,"T2","M6","M602d","M602","NP",0.342280445
"316",32.45038575,30,3002,"T2","M6","M602d","M602","NP",0.575597198
"317",32.339457395,31,3104,"T2","M6","M602d","M602","NP",0.681706234
"318",32.342868145,32,3205,"T2","M6","M602d","M602","NP",0.396382874
"319",32.447311195,33,3301,"T2","M6","M602d","M602","NP",0.362019086
"320",32.413366325,34,3402,"T2","M6","M602d","M602","NP",-0.13749772
"321",32.37944494,27,2704,"T3","M6","M603a","M603","NP",0.529891265
"322",32.44435799,28,2806,"T3","M6","M603a","M603","NP",0.421861051
"323",32.462226215,29,2901,"T3","M6","M603a","M603","NP",0.732565871
"324",32.47530242,30,3003,"T3","M6","M603a","M603","NP",0.495055932
"325",32.388508985,31,3105,"T3","M6","M603a","M603","NP",0.580049599
"326",32.38730723,32,3206,"T3","M6","M603a","M603","NP",0.183834891
"327",32.456493975,33,3302,"T3","M6","M603a","M603","NP",0.391157229
"328",32.31831103,34,3403,"T3","M6","M603a","M603","NP",-0.013687418
"329",32.55467974,27,2706,"T3","M6","M603b","M603","NP",0.346260188
"330",32.496222465,28,2801,"T3","M6","M603b","M603","NP",0.399228655
