"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","genotype","run","temp.Cat","light_dark","treatment","surf.area.cm2","volume.mls","volume","umol.sec","BLANK","blank.rate"
"328","K203a_3006D",148.463131379729,-0.00910566877773222,29.3021256812379,"K203a","K2","3006D",30,"dark","T3",32.04335527,610,0.61,-0.00555445795441666,"0",-0.00082664322546101
"329","K203a_3102",171.237440815237,0.00996886264079536,30.4262986842723,"K203a","K2","3102",31,"light","T3",32.04335527,610,0.61,0.00608100621088517,"0",-0.00102351146105465
"330","K203a_3102D",175.779887676135,-0.0104272188847651,30.5174302450644,"K203a","K2","3102D",31,"dark","T3",32.04335527,610,0.61,-0.00636060351970673,"0",-0.00104742878541714
"331","K203a_3204",143.935216259839,0.0049654651593845,31.389791091434,"K203a","K2","3204",32,"light","T3",32.04335527,610,0.61,0.00302893374722454,"0",-0.0017948350809973
"332","K203a_3204D",142.902717307717,-0.00986749035853594,31.4424936926557,"K203a","K2","3204D",32,"dark","T3",32.04335527,610,0.61,-0.00601916911870692,"0",-0.00110786857695574
"333","K203a_3305",121.083113790686,0.000783197363258956,32.4266128609342,"K203a","K2","3305",33,"light","T3",32.04335527,610,0.61,0.000477750391587963,"0",-0.00150263552007718
"334","K203a_3305D",117.445086915695,-0.0084009910702832,32.4621031199583,"K203a","K2","3305D",33,"dark","T3",32.04335527,610,0.61,-0.00512460455287275,"0",-0.00107802483388282
"335","K203a_3401",165.423662913794,-0.0019754347762384,33.1084862034188,"K203a","K2","3401",34,"light","T3",32.04335527,610,0.61,-0.00120501521350542,"0",-0.000490967835114409
"336","K203a_3401D",161.55894457108,-0.00746822560035109,33.1338410649032,"K203a","K2","3401D",34,"dark","T3",32.04335527,610,0.61,-0.00455561761621416,"0",-0.000508912799752057
"337","K203b_2701",171.806870675934,0.0066660007994346,26.2704818535521,"K203b","K2","2701",27,"light","T3",26.00420606,610.5,0.6105,0.00406959348805483,"0",-0.000187505895854018
"338","K203b_2701D",176.035488259149,-0.00581442857152371,26.3013809844891,"K203b","K2","2701D",27,"dark","T3",26.00420606,610.5,0.6105,-0.00354970864291523,"0",-0.000287796468557096
"339","K203b_2802",203.906302835161,0.00733747915481567,26.923023224819,"K203b","K2","2802",28,"light","T3",26.00420606,610.5,0.6105,0.00447953102401496,"0",-0.000365869882294279
"340","K203b_2802D",207.301272632298,-0.00694121548450255,27.0271511081974,"K203b","K2","2802D",28,"dark","T3",26.00420606,610.5,0.6105,-0.0042376120532888,"0",-0.000375730661258028
"341","K203b_2904",196.77232195204,0.00729872663187475,28.62893614213,"K203b","K2","2904",29,"light","T3",26.00420606,610.5,0.6105,0.00445587260875954,"0",-0.00020282988285513
"342","K203b_2904D",201.327089401119,-0.00614841129807882,28.4252905856308,"K203b","K2","2904D",29,"dark","T3",26.00420606,610.5,0.6105,-0.00375360509747712,"0",-0.000165348491288695
"343","K203b_3005",125.136761183357,-0.00169098012382897,29.2476776312544,"K203b","K2","3005",30,"light","T3",26.00420606,610.5,0.6105,-0.00103234336559759,"0",-0.00244882350663001
"344","K203b_3005D",120.406106523656,-0.00963818625719898,29.2775158850759,"K203b","K2","3005D",30,"dark","T3",26.00420606,610.5,0.6105,-0.00588411271001998,"0",-0.00237600533702276
"345","K203b_3101",197.747239932731,0.00954442743367095,30.5093145963465,"K203b","K2","3101",31,"light","T3",26.00420606,610.5,0.6105,0.00582687294825611,"0",-0.000597733956942075
"346","K203b_3101D",201.951159848423,-0.00870987376153978,30.4907631867553,"K203b","K2","3101D",31,"dark","T3",26.00420606,610.5,0.6105,-0.00531737793142003,"0",-0.000855325944663671
"347","K203b_3203",161.838732786454,0.00817257691557217,31.310016385235,"K203b","K2","3203",32,"light","T3",26.00420606,610.5,0.6105,0.00498935820695681,"0",-0.000797610320689466
"348","K203b_3203D",164.973456500123,-0.00861658014373179,31.32148815268,"K203b","K2","3203D",32,"dark","T3",26.00420606,610.5,0.6105,-0.00526042217774826,"0",-0.000719113504557695
"349","K203b_3304",130.393248282135,0.00215560864981019,32.3656146213943,"K203b","K2","3304",33,"light","T3",26.00420606,610.5,0.6105,0.00131599908070912,"0",-0.00097727328841093
"350","K203b_3304D",127.478314182777,-0.00756864039419331,32.406735913337,"K203b","K2","3304D",33,"dark","T3",26.00420606,610.5,0.6105,-0.00462065496065502,"0",-0.00089122491429647
"351","K203b_3406",120.116916905248,-0.00370006255297656,33.042007669365,"K203b","K2","3406",34,"light","T3",26.00420606,610.5,0.6105,-0.00225888818859219,"0",-0.001389720716516
"352","K203b_3406D",114.834484252506,-0.0067185590205528,33.0854013299374,"K203b","K2","3406D",34,"dark","T3",26.00420606,610.5,0.6105,-0.00410168028204749,"0",-0.00109170067751557
"353","K203c_2703",167.19696101478,0.00697782164046802,26.2791612362591,"K203c","K2","2703",27,"light","T3",32.47477376,611,0.611,0.00426344902232596,"0",-0.000280198141646153
"354","K203c_2703D",170.600621974277,-0.00596490414885345,26.2991301762938,"K203c","K2","2703D",27,"dark","T3",32.47477376,611,0.611,-0.00364455643494946,"0",-0.000330600998008154
"355","K203c_2805",182.316451112646,0.00595648656547853,27.2847170603684,"K203c","K2","2805",28,"light","T3",32.47477376,611,0.611,0.00363941329150738,"0",-0.000800714204829195
"356","K203c_2805D",182.741003314295,-0.00739491297674369,27.2315520271555,"K203c","K2","2805D",28,"dark","T3",32.47477376,611,0.611,-0.0045182918287904,"0",-0.000873538228166264
"357","K203c_2906",160.355528577179,0.00408786962065849,28.2374586862829,"K203c","K2","2906",29,"light","T3",32.47477376,611,0.611,0.00249768833822234,"0",-0.00116399261891965
"358","K203c_2906D",159.99488571569,-0.00744759290916748,28.2724212658179,"K203c","K2","2906D",29,"dark","T3",32.47477376,611,0.611,-0.00455047926750133,"0",-0.00109114408591509
"359","K203c_3002",172.10360806129,0.00604990378864521,29.4610892349417,"K203c","K2","3002",30,"light","T3",32.47477376,611,0.611,0.00369649121486222,"0",-0.00185908660598495
"360","K203c_3002D",172.671236708277,-0.00944101639325802,29.4387837084359,"K203c","K2","3002D",30,"dark","T3",32.47477376,611,0.611,-0.00576846101628065,"0",-0.00177111203798876
"361","K203c_3104",154.597650468099,0.00832552236678785,30.0650390784663,"K203c","K2","3104",31,"light","T3",32.47477376,611,0.611,0.00508689416610738,"0",-0.00124662484586452
"362","K203c_3104D",157.052969950897,-0.00950631717274273,30.083893569748,"K203c","K2","3104D",31,"dark","T3",32.47477376,611,0.611,-0.00580835979254581,"0",-0.00118289294256508
"363","K203c_3205",138.443868512598,0.00208692153479667,31.2135639946031,"K203c","K2","3205",32,"light","T3",32.47477376,611,0.611,0.00127510905776076,"0",-0.00221215997102705
"364","K203c_3205D",136.685213086585,-0.00996283334661168,31.2909715015173,"K203c","K2","3205D",32,"dark","T3",32.47477376,611,0.611,-0.00608729117477974,"0",-0.00191317222818563
"365","K203c_3301",177.263868173039,0.00628402076507255,32.4991253622893,"K203c","K2","3301",33,"light","T3",32.47477376,611,0.611,0.00383953668745933,"0",-0.0011606678730526
"366","K203c_3301D",176.924953967001,-0.00799544077197751,32.5464860679284,"K203c","K2","3301D",33,"dark","T3",32.47477376,611,0.611,-0.00488521431167826,"0",-0.000949274335273581
"367","K203c_3402",157.712170464908,-0.00186844477319242,33.1151515222404,"K203c","K2","3402",34,"light","T3",32.47477376,611,0.611,-0.00114161975642057,"0",-0.00145289626459567
"368","K203c_3402D",153.886234922159,-0.00637953284679633,33.2010890683704,"K203c","K2","3402D",34,"dark","T3",32.47477376,611,0.611,-0.00389789456939256,"0",-0.00070330612655222
"369","K203d_2704",158.954154716038,0.00321284353364015,26.4942901557542,"K203d","K2","2704",27,"light","T3",18.01660913,613.75,0.61375,0.00197188271877164,"0",-0.000378309768965196
"370","K203d_2704D",160.222660927676,-0.00330847015369848,26.4355021072155,"K203d","K2","2704D",27,"dark","T3",18.01660913,613.75,0.61375,-0.00203057355683244,"0",-0.00040381851779465
"371","K203d_2805",175.716074889607,0.00229563265609061,27.2895049835259,"K203d","K2","2805",28,"light","T3",18.01660913,613.75,0.61375,0.00140894454267561,"0",-0.000800714204829195
"372","K203d_2805D",174.837284755759,-0.00468891417844685,27.268513388574,"K203d","K2","2805D",28,"dark","T3",18.01660913,613.75,0.61375,-0.00287782107702175,"0",-0.000873538228166264
"373","K203d_2901",214.724826650023,0.00631642839107795,28.3919486134022,"K203d","K2","2901",29,"light","T3",18.01660913,613.75,0.61375,0.00387670792502409,"0",-4.66344355378892e-06
"374","K203d_2901D",218.626399714863,-0.00353400672703682,28.2372501472335,"K203d","K2","2901D",29,"dark","T3",18.01660913,613.75,0.61375,-0.00216899662871885,"0",-0.000116389094995457
"375","K203d_3002",170.611289823849,0.0011090890914674,29.4161926728731,"K203d","K2","3002",30,"light","T3",18.01660913,613.75,0.61375,0.000680703429888118,"0",-0.00185908660598495
"376","K203d_3002D",168.647397058766,-0.0065180085422662,29.3901909160749,"K203d","K2","3002D",30,"dark","T3",18.01660913,613.75,0.61375,-0.00400042774281588,"0",-0.00177111203798876
"377","K203d_3104",154.134280632685,0.00296988432316174,30.1882262280699,"K203d","K2","3104",31,"light","T3",18.01660913,613.75,0.61375,0.00182276650334052,"0",-0.00124662484586452
"378","K203d_3104D",153.89732568808,-0.00601993999347308,30.1572280148757,"K203d","K2","3104D",31,"dark","T3",18.01660913,613.75,0.61375,-0.0036947381709941,"0",-0.00118289294256508
"379","K203d_3206",124.779250005251,-0.00184828499730719,31.2957723843593,"K203d","K2","3206",32,"light","T3",18.01660913,613.75,0.61375,-0.00113438491709729,"0",-0.001838183412601
"380","K203d_3206D",121.314346243581,-0.00613253989814833,31.3722421845398,"K203d","K2","3206D",32,"dark","T3",18.01660913,613.75,0.61375,-0.00376384636248854,"0",-0.0016480517580071
"381","K203d_3301",167.637122656156,0.00226167304502173,32.3792426142394,"K203d","K2","3301",33,"light","T3",18.01660913,613.75,0.61375,0.00138810183138209,"0",-0.0011606678730526
"382","K203d_3301D",165.358756665377,-0.00570809263538241,32.4851980973837,"K203d","K2","3301D",33,"dark","T3",18.01660913,613.75,0.61375,-0.00350334185496595,"0",-0.000949274335273581
"383","K203d_3403",147.82404138866,-0.0030637250460761,33.1130971014884,"K203d","K2","3403",34,"light","T3",18.01660913,613.75,0.61375,-0.00188036124702921,"0",-0.00182899460229659
"384","K203d_3403D",143.33205824134,-0.00511053096294763,33.1236740840943,"K203d","K2","3403D",34,"dark","T3",18.01660913,613.75,0.61375,-0.00313658837850911,"0",-0.00142094873047685
"385","K20Ca_2704",171.671073982669,0.0100518670800678,26.3648198845486,"K20Ca","K2","2704",27,"light","C",44.33191134,607.75,0.60775,0.00610902221791121,"0",-0.000378309768965196
"386","K20Ca_2704D",176.657464207547,-0.0100179490725747,26.3251612467956,"K20Ca","K2","2704D",27,"dark","C",44.33191134,607.75,0.60775,-0.00608840854885729,"0",-0.00040381851779465
"387","K20Ca_2806",156.650348373664,0.00792828865072448,27.3094562835855,"K20Ca","K2","2806",28,"light","C",44.33191134,607.75,0.60775,0.0048184174274778,"0",-0.000995615818379439
"388","K20Ca_2806D",158.001204332269,-0.00995275386780568,27.2105407629287,"K20Ca","K2","2806D",28,"dark","C",44.33191134,607.75,0.60775,-0.0060487861631589,"0",-0.0010056114985702
"389","K20Ca_2901",216.067893367302,0.0159719068111793,28.4012552120083,"K20Ca","K2","2901",29,"light","C",44.33191134,607.75,0.60775,0.00970692636449422,"0",-4.66344355378892e-06
"390","K20Ca_2901D",224.953479399732,-0.0115425618893542,28.2841603179914,"K20Ca","K2","2901D",29,"dark","C",44.33191134,607.75,0.60775,-0.00701499198825499,"0",-0.000116389094995457
"391","K20Ca_3003",154.254337722396,0.00799923880479024,29.2429627558284,"K20Ca","K2","3003",30,"light","C",44.33191134,607.75,0.60775,0.00486153738361127,"0",-0.00198524759884566
"392","K20Ca_3003D",156.176802952623,-0.0140727758715352,29.268247403179,"K20Ca","K2","3003D",30,"dark","C",44.33191134,607.75,0.60775,-0.00855272953592552,"0",-0.00186499962690864
"393","K20Ca_3105",146.995582784408,0.0127124529407847,30.0001401075809,"K20Ca","K2","3105",31,"light","C",44.33191134,607.75,0.60775,0.00772599327476189,"0",-0.00146388082624255
"394","K20Ca_3105D",151.93454802666,-0.0142392318430735,30.0864988267387,"K20Ca","K2","3105D",31,"dark","C",44.33191134,607.75,0.60775,-0.0086538931526279,"0",-0.00109415023775525
"395","K20Ca_3206",130.854435131901,0.00340056288004224,31.2727561161041,"K20Ca","K2","3206",32,"light","C",44.33191134,607.75,0.60775,0.00206669209034567,"0",-0.001838183412601
"396","K20Ca_3206D",129.677766321715,-0.0133611639324577,31.3154428278761,"K20Ca","K2","3206D",32,"dark","C",44.33191134,607.75,0.60775,-0.00812024737995117,"0",-0.0016480517580071
"397","K20Ca_3302",152.80622883025,0.00849040679103838,32.5849156933062,"K20Ca","K2","3302",33,"light","C",44.33191134,607.75,0.60775,0.00516004472725357,"0",-0.00156549097717531
"398","K20Ca_3302D",147.554575913326,-0.0128767725865984,32.5045620874548,"K20Ca","K2","3302D",33,"dark","C",44.33191134,607.75,0.60775,-0.00782585853950516,"0",-0.00112683759479283
"399","K20Ca_3403",144.645738225423,-0.00178974610947407,33.1456815744957,"K20Ca","K2","3403",34,"light","C",44.33191134,607.75,0.60775,-0.00108771819803287,"0",-0.00182899460229659
"400","K20Ca_3403D",138.10930349177,-0.0111986659724566,33.1371637246265,"K20Ca","K2","3403D",34,"dark","C",44.33191134,607.75,0.60775,-0.00680598924476053,"0",-0.00142094873047685
"401","K20Cb_2703",173.622190155993,0.00531741936076412,26.2117464405124,"K20Cb","K2","2703",27,"light","C",26.5189147,610.75,0.61075,0.00324761387458668,"0",-0.000280198141646153
"402","K20Cb_2703D",176.27588001635,-0.00509122166718897,26.2313822812962,"K20Cb","K2","2703D",27,"dark","C",26.5189147,610.75,0.61075,-0.00310946363323567,"0",-0.000330600998008154
"403","K20Cb_2804",169.729575322393,0.0040296753906861,27.1347108732077,"K20Cb","K2","2804",28,"light","C",26.5189147,610.75,0.61075,0.00246112424486153,"0",-0.000693769818509738
"404","K20Cb_2804D",170.917319632627,-0.0051184477560119,27.1012883715446,"K20Cb","K2","2804D",28,"dark","C",26.5189147,610.75,0.61075,-0.00312609196698427,"0",-0.000631231383853195
"405","K20Cb_2906",163.89048161429,0.00197184255039226,28.2759887262528,"K20Cb","K2","2906",29,"light","C",26.5189147,610.75,0.61075,0.00120430283765207,"0",-0.00116399261891965
"406","K20Cb_2906D",162.853852666662,-0.00612539129777887,28.3041600448633,"K20Cb","K2","2906D",29,"dark","C",26.5189147,610.75,0.61075,-0.00374108273511844,"0",-0.00109114408591509
"407","K20Cb_3001",185.1449488545,0.00478308405994586,29.1734289230378,"K20Cb","K2","3001",30,"light","C",26.5189147,610.75,0.61075,0.00292126858961193,"0",-0.00136760501875597
"408","K20Cb_3001D",187.37204254788,-0.00578281783309025,29.1459753208532,"K20Cb","K2","3001D",30,"dark","C",26.5189147,610.75,0.61075,-0.00353185599155987,"0",-0.00145734177648571
"409","K20Cb_3103",155.56222799859,0.00481695079079343,30.1738111628291,"K20Cb","K2","3103",31,"light","C",26.5189147,610.75,0.61075,0.00294195269547709,"0",-0.00115777987582816
"410","K20Cb_3103D",156.64540694023,-0.00655247548122604,30.1629004767975,"K20Cb","K2","3103D",31,"dark","C",26.5189147,610.75,0.61075,-0.0040019244001588,"0",-0.00107404755255364
"411","K20Cb_3205",137.523363705964,-7.52278171528402e-06,31.2807211625371,"K20Cb","K2","3205",32,"light","C",26.5189147,610.75,0.61075,-4.59453893260971e-06,"0",-0.00221215997102705
"412","K20Cb_3205D",134.917785639244,-0.00786084701363762,31.3529876522742,"K20Cb","K2","3205D",32,"dark","C",26.5189147,610.75,0.61075,-0.00480101231357918,"0",-0.00191317222818563
"413","K20Cb_3306",112.825362554347,-0.00179058749905684,32.5322023047081,"K20Cb","K2","3306",33,"light","C",26.5189147,610.75,0.61075,-0.00109360131504897,"0",-0.00120987816701275
"414","K20Cb_3306D",109.165366944156,-0.00546521047284122,32.4602426286357,"K20Cb","K2","3306D",33,"dark","C",26.5189147,610.75,0.61075,-0.00333787729628777,"0",-0.000784077828022438
"415","K20Cb_3402",159.367974387129,-0.00391475896507888,32.9501425759791,"K20Cb","K2","3402",34,"light","C",26.5189147,610.75,0.61075,-0.00239093903792193,"0",-0.00145289626459567
"416","K20Cb_3402D",153.777221088702,-0.0056503266883877,33.0773466936257,"K20Cb","K2","3402D",34,"dark","C",26.5189147,610.75,0.61075,-0.00345093702493279,"0",-0.00070330612655222
"417","K20Cc_2702",178.682061170096,0.010044383438555,26.4823924485873,"K20Cc","K2","2702",27,"light","C",41.60133615,609.375,0.609375,0.00612079615786943,"0",-0.000135856160381457
"418","K20Cc_2702D",184.039733280647,-0.00886740876164389,26.4272777813423,"K20Cc","K2","2702D",27,"dark","C",41.60133615,609.375,0.609375,-0.00540357721412674,"0",-0.000191109202701504
"419","K20Cc_2803",196.422407002376,0.0101564544324045,27.1849034719141,"K20Cc","K2","2803",28,"light","C",41.60133615,609.375,0.609375,0.00618908941974647,"0",-0.000501760915779508
"420","K20Cc_2803D",201.744986461474,-0.0101328958277209,27.1735817511969,"K20Cc","K2","2803D",28,"dark","C",41.60133615,609.375,0.609375,-0.00617473339501739,"0",-0.000548119209807916
"421","K20Cc_2905",193.508230288168,0.010467280853396,28.4029926329965,"K20Cc","K2","2905",29,"light","C",41.60133615,609.375,0.609375,0.0063784992700382,"0",-0.00149487215639374
"422","K20Cc_2905D",197.104491217188,-0.0105971381044838,28.3039885670537,"K20Cc","K2","2905D",29,"dark","C",41.60133615,609.375,0.609375,-0.00645763103241979,"0",-0.000930057451079428
"423","K20Cc_3006",168.521867594737,0.00122219552263503,29.4929250827518,"K20Cc","K2","3006",30,"light","C",41.60133615,609.375,0.609375,0.000744775396605724,"0",-0.000931597916251133
"424","K20Cc_3006D",165.492921351868,-0.0107556086450897,29.3880341138631,"K20Cc","K2","3006D",30,"dark","C",41.60133615,609.375,0.609375,-0.00655419901810156,"0",-0.00082664322546101
"425","K20Cc_3102",165.704082846092,0.0139310323458776,30.4588589976229,"K20Cc","K2","3102",31,"light","C",41.60133615,609.375,0.609375,0.00848922283576918,"0",-0.00102351146105465
"426","K20Cc_3102D",172.921175908598,-0.012562341476194,30.5486425394299,"K20Cc","K2","3102D",31,"dark","C",41.60133615,609.375,0.609375,-0.0076551768370557,"0",-0.00104742878541714
"427","K20Cc_3205",141.605429090601,0.00959525692177237,31.3078512607467,"K20Cc","K2","3205",32,"light","C",41.60133615,609.375,0.609375,0.00584710968670504,"0",-0.00221215997102705
"428","K20Cc_3205D",144.7299074489,-0.0125584573574334,31.3437570354431,"K20Cc","K2","3205D",32,"dark","C",41.60133615,609.375,0.609375,-0.00765280995218596,"0",-0.00191317222818563
"429","K20Cc_3305",111.735701064249,0.00560090318609874,32.4643040092438,"K20Cc","K2","3305",33,"light","C",41.60133615,609.375,0.609375,0.00341305037902892,"0",-0.00150263552007718
"430","K20Cc_3305D",110.52186837408,-0.0102876093976593,32.4601484168529,"K20Cc","K2","3305D",33,"dark","C",41.60133615,609.375,0.609375,-0.00626901197669864,"0",-0.00107802483388282
"431","K20Cc_3401",169.31188563201,0.000818567897468432,33.0767782773921,"K20Cc","K2","3401",34,"light","C",41.60133615,609.375,0.609375,0.000498814812519826,"0",-0.000490967835114409
"432","K20Cc_3401D",166.516186397868,-0.0102192314625699,33.0862295812247,"K20Cc","K2","3401D",34,"dark","C",41.60133615,609.375,0.609375,-0.00622734417250353,"0",-0.000508912799752057
"433","K20Cd_2703",167.274053375652,0.00284382999228106,26.3354066065458,"K20Cd","K2","2703",27,"light","C",14.70584156,612.25,0.61225,0.00174113491277408,"0",-0.000280198141646153
"434","K20Cd_2703D",168.543125925289,-0.00327662509576829,26.3066265318413,"K20Cd","K2","2703D",27,"dark","C",14.70584156,612.75,0.61275,-0.00200775202743202,"0",-0.000330600998008154
"435","K20Cd_2805",175.28088369727,0.00210704803571937,27.2953316421022,"K20Cd","K2","2805",28,"light","C",14.70584156,612.75,0.61275,0.00129109368388705,"0",-0.000800714204829195
"436","K20Cd_2805D",174.428333644618,-0.00450309980027084,27.2526176103284,"K20Cd","K2","2805D",28,"dark","C",14.70584156,612.75,0.61275,-0.00275927440261596,"0",-0.000873538228166264
"437","K20Cd_2906",161.704765119343,0.000824486141523939,28.1552686716963,"K20Cd","K2","2906",29,"light","C",14.70584156,612.75,0.61275,0.000505203883218793,"0",-0.00116399261891965
"438","K20Cd_2906D",160.261491601049,-0.0048987774831743,28.1598568686046,"K20Cd","K2","2906D",29,"dark","C",14.70584156,612.75,0.61275,-0.00300172590281505,"0",-0.00109114408591509
"439","K20Cd_3002",172.459273861007,0.00168929123386725,29.3677239083098,"K20Cd","K2","3002",30,"light","C",14.70584156,612.75,0.61275,0.00103511320355216,"0",-0.00185908660598495
"440","K20Cd_3002D",171.290234197511,-0.00585448399811057,29.3425299190237,"K20Cd","K2","3002D",30,"dark","C",14.70584156,612.75,0.61275,-0.00358733506984225,"0",-0.00177111203798876
"441","K20Cd_3104",151.883255588049,0.00251674745221147,30.1224087455506,"K20Cd","K2","3104",31,"light","C",14.70584156,612.75,0.61275,0.00154213700134258,"0",-0.00124662484586452
"442","K20Cd_3104D",151.510892498292,-0.00558704134573804,30.1003735916667,"K20Cd","K2","3104D",31,"dark","C",14.70584156,612.75,0.61275,-0.00342345958460098,"0",-0.00118289294256508
"443","K20Cd_3205",132.800697208862,-0.000806190985865779,31.3267929753253,"K20Cd","K2","3205",32,"light","C",14.70584156,612.75,0.61275,-0.000493993526589256,"0",-0.00221215997102705
"444","K20Cd_3205D",130.081642935199,-0.0062773990414112,31.4001221679487,"K20Cd","K2","3205D",32,"dark","C",14.70584156,612.75,0.61275,-0.00384647626262471,"0",-0.00191317222818563
"445","K20Cd_3301",160.222986131064,0.000973262940084869,32.4921122757417,"K20Cd","K2","3301",33,"light","C",14.70584156,612.75,0.61275,0.000596366866537004,"0",-0.0011606678730526
"446","K20Cd_3301D",157.342860950572,-0.00534365682394245,32.5816104816509,"K20Cd","K2","3301D",33,"dark","C",14.70584156,612.75,0.61275,-0.00327432571887073,"0",-0.000949274335273581
"447","K20Cd_3402",158.553437972609,-0.00243859475278903,33.0942851208275,"K20Cd","K2","3402",34,"light","C",14.70584156,612.75,0.61275,-0.00149424893477148,"0",-0.00145289626459567
"448","K20Cd_3402D",154.993347101621,-0.00376287915956028,33.1404287140541,"K20Cd","K2","3402D",34,"dark","C",14.70584156,612.75,0.61275,-0.00230570420502056,"0",-0.00070330612655222
"449","M501a_2706",160.832660049811,0.00303944253921991,26.3420711033104,"M501a","M5","2706",27,"light","T1",26.52110825,610.125,0.610125,0.00185443987924155,"0",-0.000441294018056028
"450","M501a_2706D",162.227636678964,-0.00562435901517699,26.3189840399056,"M501a","M5","2706D",27,"dark","T1",26.52110825,610.125,0.610125,-0.00343156204413486,"0",-0.000362934475122222
"451","M501a_2802",196.027793140163,0.0048697916720271,27.1461202263217,"M501a","M5","2802",28,"light","T1",26.52110825,610.125,0.610125,0.00297118164389553,"0",-0.000365869882294279
"452","M501a_2802D",198.056597358671,-0.00655470498704319,27.1839285959416,"M501a","M5","2802D",28,"dark","T1",26.52110825,610.125,0.610125,-0.00399918938021973,"0",-0.000375730661258028
"453","M501a_2903",200.007734704071,0.00732126747352009,28.3692864430338,"M501a","M5","2903",29,"light","T1",26.52110825,610.125,0.610125,0.00446688831728145,"0",-0.000227655723264749
"454","M501a_2903D",206.224297799909,-0.00546561554546693,28.2694799758384,"M501a","M5","2903D",29,"dark","T1",26.52110825,610.125,0.610125,-0.00333470868467801,"0",-0.000147664913416183
"455","M501a_3005",125.615855685689,-0.00313862835776156,29.2674621568737,"M501a","M5","3005",30,"light","T1",26.52110825,610.125,0.610125,-0.00191495562677927,"0",-0.00244882350663001
"456","M501a_3005D",119.737032929273,-0.00969937671003637,29.2796510183586,"M501a","M5","3005D",30,"dark","T1",26.52110825,610.125,0.610125,-0.00591783221521094,"0",-0.00237600533702276
"457","M501a_3101",188.95422871813,0.00804027372026468,30.4744740278945,"M501a","M5","3101",31,"light","T1",26.52110825,610.125,0.610125,0.00490557200357649,"0",-0.000597733956942075
"458","M501a_3101D",192.406558698101,-0.0079402427611366,30.4815092383062,"M501a","M5","3101D",31,"dark","T1",26.52110825,610.125,0.610125,-0.00484454061463847,"0",-0.000855325944663671
"459","M501a_3202",167.164451782645,0.0068509134471956,31.3796443990308,"M501a","M5","3202",32,"light","T1",26.52110825,610.125,0.610125,0.00417991356697022,"0",-0.000568562917390246
"460","M501a_3202D",169.718553415612,-0.00778847612736073,31.3595908227999,"M501a","M5","3202D",32,"dark","T1",26.52110825,610.125,0.610125,-0.00475194399720596,"0",-0.000687037954324743
"461","M501a_3304",135.49086029919,0.00300440292580942,32.4160154882713,"M501a","M5","3304",33,"light","T1",26.52110825,610.125,0.610125,0.00183306133510947,"0",-0.00097727328841093
"462","M501a_3304D",133.554156332942,-0.00743670665090008,32.3774037672475,"M501a","M5","3304D",33,"dark","T1",26.52110825,610.125,0.610125,-0.00453732064538041,"0",-0.00089122491429647
"463","M501a_3405",127.910418255958,-0.00269085766649906,33.2099369172549,"M501a","M5","3405",34,"light","T1",26.52110825,610.125,0.610125,-0.00164175953377274,"0",-0.00158131850153577
"464","M501a_3405D",123.801012047757,-0.00625961221555671,33.2107629815019,"M501a","M5","3405D",34,"dark","T1",26.52110825,610.125,0.610125,-0.00381914590301654,"0",-0.00106448248305258
"465","M501b_2702",168.764344461186,0.00499047235119636,26.2757697636815,"M501b","M5","2702",27,"light","T1",26.47233415,610.625,0.610625,0.00304730717944928,"0",-0.000135856160381457
"466","M501b_2702D",171.194978797725,-0.00520521738297929,26.3177882424195,"M501b","M5","2702D",27,"dark","T1",26.47233415,610.625,0.610625,-0.00317843586448173,"0",-0.000191109202701504
"467","M501b_2803",193.469554843257,0.00536421324260196,27.1743642955771,"M501b","M5","2803",28,"light","T1",26.47233415,610.625,0.610625,0.00327552271126382,"0",-0.000501760915779508
"468","M501b_2803D",196.290366779484,-0.0060414649892924,27.1650241492715,"M501b","M5","2803D",28,"dark","T1",26.47233415,610.625,0.610625,-0.00368906955908667,"0",-0.000548119209807916
"469","M501b_2905",174.557815756642,0.00559533054615054,28.3648241852162,"M501b","M5","2905",29,"light","T1",26.47233415,610.625,0.610625,0.00341664871474317,"0",-0.00149487215639374
"470","M501b_2905D",176.003568260067,-0.00658613887885062,28.346770135027,"M501b","M5","2905D",29,"dark","T1",26.47233415,610.625,0.610625,-0.00402166105289816,"0",-0.000930057451079428
"471","M501b_3006",176.167051892473,-0.00162463828990656,29.4715972283206,"M501b","M5","3006",30,"light","T1",26.47233415,610.625,0.610625,-0.000992044755774195,"0",-0.000931597916251133
"472","M501b_3006D",172.134377029893,-0.00758400250441915,29.3423471274118,"M501b","M5","3006D",30,"dark","T1",26.47233415,610.625,0.610625,-0.00463098152926095,"0",-0.00082664322546101
"473","M501b_3102",171.036837347845,0.0067143439443256,30.4613993184807,"M501b","M5","3102",31,"light","T1",26.47233415,610.625,0.610625,0.00409994627100382,"0",-0.00102351146105465
"474","M501b_3102D",173.871469113401,-0.00874268346506982,30.5020141393804,"M501b","M5","3102D",31,"dark","T1",26.47233415,610.625,0.610625,-0.00533850109085826,"0",-0.00104742878541714
"475","M501b_3204",154.827295531264,0.0041430767154944,31.260308821169,"M501b","M5","3204",32,"light","T1",26.47233415,610.625,0.610625,0.00252986621939877,"0",-0.0017948350809973
