,fragment.ID.full,Intercept,umol.L.sec,Temp.C,fragment.ID,genotype,run,trial,temp.Cat,light_dark,treatment,surf.area.cm2,volume.mls,volume,umol.sec,BLANK,blank.rate,umol.sec.corr,umol.cm2.hr,rate.type,individual.ID
132,K203a_2803D,181.0884339,-0.006964239,27.17851091,K203a,K2,2803D,2803,28,dark,T3,32.04335527,610,0.61,-0.004248186,0,-0.000548119,-0.003700067,-0.415694306,R,K203
133,K203a_2905,184.4667488,0.007440899,28.31667203,K203a,K2,2905,2905,29,light,T3,32.04335527,610,0.61,0.004538948,0,-0.001494872,0.00603382,0.677886359,NP,K203
134,K203a_2905D,186.9210721,-0.00807148,28.29820022,K203a,K2,2905D,2905,29,dark,T3,32.04335527,610,0.61,-0.004923603,0,-0.000930057,-0.003993545,-0.448665963,R,K203
135,K203a_3006,152.772559,-0.001097138,29.37363933,K203a,K2,3006,3006,30,light,T3,32.04335527,610,0.61,-0.000669254,0,-0.000931598,0.000262344,0.029473732,NP,K203
136,K203a_3006D,148.4631314,-0.009105669,29.30212568,K203a,K2,3006D,3006,30,dark,T3,32.04335527,610,0.61,-0.005554458,0,-0.000826643,-0.004727815,-0.531159514,R,K203
137,K203a_3102,171.2374408,0.009968863,30.42629868,K203a,K2,3102,3102,31,light,T3,32.04335527,610,0.61,0.006081006,0,-0.001023511,0.007104518,0.798176826,NP,K203
138,K203a_3102D,175.7798877,-0.010427219,30.51743025,K203a,K2,3102D,3102,31,dark,T3,32.04335527,610,0.61,-0.006360604,0,-0.001047429,-0.005313175,-0.596923415,R,K203
139,K203a_3204,143.9352163,0.004965465,31.38979109,K203a,K2,3204,3204,32,light,T3,32.04335527,610,0.61,0.003028934,0,-0.001794835,0.004823769,0.541939745,NP,K203
140,K203a_3204D,142.9027173,-0.00986749,31.44249369,K203a,K2,3204D,3204,32,dark,T3,32.04335527,610,0.61,-0.006019169,0,-0.001107869,-0.004911301,-0.551773739,R,K203
141,K203a_3305,121.0831138,0.000783197,32.42661286,K203a,K2,3305,3305,33,light,T3,32.04335527,610,0.61,0.00047775,0,-0.001502636,0.001980386,0.222491971,NP,K203
142,K203a_3305D,117.4450869,-0.008400991,32.46210312,K203a,K2,3305D,3305,33,dark,T3,32.04335527,610,0.61,-0.005124605,0,-0.001078025,-0.00404658,-0.45462427,R,K203
143,K203a_3401,165.4236629,-0.001975435,33.1084862,K203a,K2,3401,3401,34,light,T3,32.04335527,610,0.61,-0.001205015,0,-0.000490968,-0.000714047,-0.080221642,NP,K203
144,K203a_3401D,161.5589446,-0.007468226,33.13384106,K203a,K2,3401D,3401,34,dark,T3,32.04335527,610,0.61,-0.004555618,0,-0.000508913,-0.004046705,-0.454638324,R,K203
145,K203b_2701,171.8068707,0.006666001,26.27048185,K203b,K2,2701,2701,27,light,T3,26.00420606,610.5,0.6105,0.004069593,0,-0.000187506,0.004257099,0.58934919,NP,K203
146,K203b_2701D,176.0354883,-0.005814429,26.30138098,K203b,K2,2701D,2701,27,dark,T3,26.00420606,610.5,0.6105,-0.003549709,0,-0.000287796,-0.003261912,-0.451576326,R,K203
147,K203b_2802,203.9063028,0.007337479,26.92302322,K203b,K2,2802,2802,28,light,T3,26.00420606,610.5,0.6105,0.004479531,0,-0.00036587,0.004845401,0.670793149,NP,K203
148,K203b_2802D,207.3012726,-0.006941215,27.02715111,K203b,K2,2802D,2802,28,dark,T3,26.00420606,610.5,0.6105,-0.004237612,0,-0.000375731,-0.003861881,-0.53463555,R,K203
149,K203b_2904,196.772322,0.007298727,28.62893614,K203b,K2,2904,2904,29,light,T3,26.00420606,610.5,0.6105,0.004455873,0,-0.00020283,0.004658702,0.64494678,NP,K203
150,K203b_2904D,201.3270894,-0.006148411,28.42529059,K203b,K2,2904D,2904,29,dark,T3,26.00420606,610.5,0.6105,-0.003753605,0,-0.000165348,-0.003588257,-0.496755169,R,K203
151,K203b_3005,125.1367612,-0.00169098,29.24767763,K203b,K2,3005,3005,30,light,T3,26.00420606,610.5,0.6105,-0.001032343,0,-0.002448824,0.00141648,0.196096297,NP,K203
152,K203b_3005D,120.4061065,-0.009638186,29.27751589,K203b,K2,3005D,3005,30,dark,T3,26.00420606,610.5,0.6105,-0.005884113,0,-0.002376005,-0.003508107,-0.485659378,R,K203
153,K203b_3101,197.7472399,0.009544427,30.5093146,K203b,K2,3101,3101,31,light,T3,26.00420606,610.5,0.6105,0.005826873,0,-0.000597734,0.006424607,0.889417074,NP,K203
154,K203b_3101D,201.9511598,-0.008709874,30.49076319,K203b,K2,3101D,3101,31,dark,T3,26.00420606,610.5,0.6105,-0.005317378,0,-0.000855326,-0.004462052,-0.617722653,R,K203
155,K203b_3203,161.8387328,0.008172577,31.31001639,K203b,K2,3203,3203,32,light,T3,26.00420606,610.5,0.6105,0.004989358,0,-0.00079761,0.005786969,0.801142963,NP,K203
156,K203b_3203D,164.9734565,-0.00861658,31.32148815,K203b,K2,3203D,3203,32,dark,T3,26.00420606,610.5,0.6105,-0.005260422,0,-0.000719114,-0.004541309,-0.628694881,R,K203
157,K203b_3304,130.3932483,0.002155609,32.36561462,K203b,K2,3304,3304,33,light,T3,26.00420606,610.5,0.6105,0.001315999,0,-0.000977273,0.002293272,0.317478661,NP,K203
158,K203b_3304D,127.4783142,-0.00756864,32.40673591,K203b,K2,3304D,3304,33,dark,T3,26.00420606,610.5,0.6105,-0.004620655,0,-0.000891225,-0.00372943,-0.516299099,R,K203
159,K203b_3406,120.1169169,-0.003700063,33.04200767,K203b,K2,3406,3406,34,light,T3,26.00420606,610.5,0.6105,-0.002258888,0,-0.001389721,-0.000869167,-0.1203268,NP,K203
160,K203b_3406D,114.8344843,-0.006718559,33.08540133,K203b,K2,3406D,3406,34,dark,T3,26.00420606,610.5,0.6105,-0.00410168,0,-0.001091701,-0.00300998,-0.416698997,R,K203
161,K203c_2703,167.196961,0.006977822,26.27916124,K203c,K2,2703,2703,27,light,T3,32.47477376,611,0.611,0.004263449,0,-0.000280198,0.004543647,0.503687259,NP,K203
162,K203c_2703D,170.600622,-0.005964904,26.29913018,K203c,K2,2703D,2703,27,dark,T3,32.47477376,611,0.611,-0.003644556,0,-0.000330601,-0.003313955,-0.367369444,R,K203
163,K203c_2805,182.3164511,0.005956487,27.28471706,K203c,K2,2805,2805,28,light,T3,32.47477376,611,0.611,0.003639413,0,-0.000800714,0.004440127,0.492211558,NP,K203
164,K203c_2805D,182.7410033,-0.007394913,27.23155203,K203c,K2,2805D,2805,28,dark,T3,32.47477376,611,0.611,-0.004518292,0,-0.000873538,-0.003644754,-0.404040165,R,K203
165,K203c_2906,160.3555286,0.00408787,28.23745869,K203c,K2,2906,2906,29,light,T3,32.47477376,611,0.611,0.002497688,0,-0.001163993,0.003661681,0.405916652,NP,K203
166,K203c_2906D,159.9948857,-0.007447593,28.27242127,K203c,K2,2906D,2906,29,dark,T3,32.47477376,611,0.611,-0.004550479,0,-0.001091144,-0.003459335,-0.383485555,R,K203
167,K203c_3002,172.1036081,0.006049904,29.46108923,K203c,K2,3002,3002,30,light,T3,32.47477376,611,0.611,0.003696491,0,-0.001859087,0.005555578,0.615865111,NP,K203
168,K203c_3002D,172.6712367,-0.009441016,29.43878371,K203c,K2,3002D,3002,30,dark,T3,32.47477376,611,0.611,-0.005768461,0,-0.001771112,-0.003997349,-0.443127223,R,K203
169,K203c_3104,154.5976505,0.008325522,30.06503908,K203c,K2,3104,3104,31,light,T3,32.47477376,611,0.611,0.005086894,0,-0.001246625,0.006333519,0.702103997,NP,K203
170,K203c_3104D,157.05297,-0.009506317,30.08389357,K203c,K2,3104D,3104,31,dark,T3,32.47477376,611,0.611,-0.00580836,0,-0.001182893,-0.004625467,-0.512757403,R,K203
171,K203c_3205,138.4438685,0.002086922,31.21356399,K203c,K2,3205,3205,32,light,T3,32.47477376,611,0.611,0.001275109,0,-0.00221216,0.003487269,0.38658217,NP,K203
172,K203c_3205D,136.6852131,-0.009962833,31.2909715,K203c,K2,3205D,3205,32,dark,T3,32.47477376,611,0.611,-0.006087291,0,-0.001913172,-0.004174119,-0.462723107,R,K203
173,K203c_3301,177.2638682,0.006284021,32.49912536,K203c,K2,3301,3301,33,light,T3,32.47477376,611,0.611,0.003839537,0,-0.001160668,0.005000205,0.554299055,NP,K203
174,K203c_3301D,176.924954,-0.007995441,32.54648607,K203c,K2,3301D,3301,33,dark,T3,32.47477376,611,0.611,-0.004885214,0,-0.000949274,-0.00393594,-0.436319711,R,K203
175,K203c_3402,157.7121705,-0.001868445,33.11515152,K203c,K2,3402,3402,34,light,T3,32.47477376,611,0.611,-0.00114162,0,-0.001452896,0.000311277,0.034506643,NP,K203
176,K203c_3402D,153.8862349,-0.006379533,33.20108907,K203c,K2,3402D,3402,34,dark,T3,32.47477376,611,0.611,-0.003897895,0,-0.000703306,-0.003194588,-0.354136983,R,K203
177,K203d_2704,158.9541547,0.003212844,26.49429016,K203d,K2,2704,2704,27,light,T3,18.01660913,613.75,0.61375,0.001971883,0,-0.00037831,0.002350192,0.469605179,NP,K203
178,K203d_2704D,160.2226609,-0.00330847,26.43550211,K203d,K2,2704D,2704,27,dark,T3,18.01660913,613.75,0.61375,-0.002030574,0,-0.000403819,-0.001626755,-0.325051074,R,K203
179,K203d_2805,175.7160749,0.002295633,27.28950498,K203d,K2,2805,2805,28,light,T3,18.01660913,613.75,0.61375,0.001408945,0,-0.000800714,0.002209659,0.441524342,NP,K203
180,K203d_2805D,174.8372848,-0.004688914,27.26851339,K203d,K2,2805D,2805,28,dark,T3,18.01660913,613.75,0.61375,-0.002877821,0,-0.000873538,-0.002004283,-0.400487029,R,K203
181,K203d_2901,214.7248267,0.006316428,28.39194861,K203d,K2,2901,2901,29,light,T3,18.01660913,613.75,0.61375,0.003876708,0,-4.66E-06,0.003881371,0.775558643,NP,K203
182,K203d_2901D,218.6263997,-0.003534007,28.23725015,K203d,K2,2901D,2901,29,dark,T3,18.01660913,613.75,0.61375,-0.002168997,0,-0.000116389,-0.002052608,-0.410143056,R,K203
183,K203d_3002,170.6112898,0.001109089,29.41619267,K203d,K2,3002,3002,30,light,T3,18.01660913,613.75,0.61375,0.000680703,0,-0.001859087,0.00253979,0.507489731,NP,K203
184,K203d_3002D,168.6473971,-0.006518009,29.39019092,K203d,K2,3002D,3002,30,dark,T3,18.01660913,613.75,0.61375,-0.004000428,0,-0.001771112,-0.002229316,-0.445452109,R,K203
185,K203d_3104,154.1342806,0.002969884,30.18822623,K203d,K2,3104,3104,31,light,T3,18.01660913,613.75,0.61375,0.001822767,0,-0.001246625,0.003069391,0.613312348,NP,K203
186,K203d_3104D,153.8973257,-0.00601994,30.15722801,K203d,K2,3104D,3104,31,dark,T3,18.01660913,613.75,0.61375,-0.003694738,0,-0.001182893,-0.002511845,-0.501905922,R,K203
187,K203d_3206,124.77925,-0.001848285,31.29577238,K203d,K2,3206,3206,32,light,T3,18.01660913,613.75,0.61375,-0.001134385,0,-0.001838183,0.000703798,0.140629936,NP,K203
188,K203d_3206D,121.3143462,-0.00613254,31.37224218,K203d,K2,3206D,3206,32,dark,T3,18.01660913,613.75,0.61375,-0.003763846,0,-0.001648052,-0.002115795,-0.42276882,R,K203
189,K203d_3301,167.6371227,0.002261673,32.37924261,K203d,K2,3301,3301,33,light,T3,18.01660913,613.75,0.61375,0.001388102,0,-0.001160668,0.00254877,0.50928401,NP,K203
190,K203d_3301D,165.3587567,-0.005708093,32.4851981,K203d,K2,3301D,3301,33,dark,T3,18.01660913,613.75,0.61375,-0.003503342,0,-0.000949274,-0.002554068,-0.510342596,R,K203
191,K203d_3403,147.8240414,-0.003063725,33.1130971,K203d,K2,3403,3403,34,light,T3,18.01660913,613.75,0.61375,-0.001880361,0,-0.001828995,-5.14E-05,-0.010263858,NP,K203
192,K203d_3403D,143.3320582,-0.005110531,33.12367408,K203d,K2,3403D,3403,34,dark,T3,18.01660913,613.75,0.61375,-0.003136588,0,-0.001420949,-0.00171564,-0.342811607,R,K203
193,K20Ca_2704,171.671074,0.010051867,26.36481988,K20Ca,K2,2704,2704,27,light,C,44.33191134,607.75,0.60775,0.006109022,0,-0.00037831,0.006487332,0.526807765,NP,K20C
194,K20Ca_2704D,176.6574642,-0.010017949,26.32516125,K20Ca,K2,2704D,2704,27,dark,C,44.33191134,607.75,0.60775,-0.006088409,0,-0.000403819,-0.00568459,-0.461620614,R,K20C
195,K20Ca_2806,156.6503484,0.007928289,27.30945628,K20Ca,K2,2806,2806,28,light,C,44.33191134,607.75,0.60775,0.004818417,0,-0.000995616,0.005814033,0.472132129,NP,K20C
196,K20Ca_2806D,158.0012043,-0.009952754,27.21054076,K20Ca,K2,2806D,2806,28,dark,C,44.33191134,607.75,0.60775,-0.006048786,0,-0.001005611,-0.005043175,-0.409534086,R,K20C
197,K20Ca_2901,216.0678934,0.015971907,28.40125521,K20Ca,K2,2901,2901,29,light,C,44.33191134,607.75,0.60775,0.009706926,0,-4.66E-06,0.00971159,0.788635596,NP,K20C
198,K20Ca_2901D,224.9534794,-0.011542562,28.28416032,K20Ca,K2,2901D,2901,29,dark,C,44.33191134,607.75,0.60775,-0.007014992,0,-0.000116389,-0.006898603,-0.560205271,R,K20C
199,K20Ca_3003,154.2543377,0.007999239,29.24296276,K20Ca,K2,3003,3003,30,light,C,44.33191134,607.75,0.60775,0.004861537,0,-0.001985248,0.006846785,0.555997366,NP,K20C
200,K20Ca_3003D,156.176803,-0.014072776,29.2682474,K20Ca,K2,3003D,3003,30,dark,C,44.33191134,607.75,0.60775,-0.00855273,0,-0.001865,-0.00668773,-0.543081201,R,K20C
201,K20Ca_3105,146.9955828,0.012712453,30.00014011,K20Ca,K2,3105,3105,31,light,C,44.33191134,607.75,0.60775,0.007725993,0,-0.001463881,0.009189874,0.746269352,NP,K20C
202,K20Ca_3105D,151.934548,-0.014239232,30.08649883,K20Ca,K2,3105D,3105,31,dark,C,44.33191134,607.75,0.60775,-0.008653893,0,-0.00109415,-0.007559743,-0.613893551,R,K20C
203,K20Ca_3206,130.8544351,0.003400563,31.27275612,K20Ca,K2,3206,3206,32,light,C,44.33191134,607.75,0.60775,0.002066692,0,-0.001838183,0.003904876,0.317097806,NP,K20C
204,K20Ca_3206D,129.6777663,-0.013361164,31.31544283,K20Ca,K2,3206D,3206,32,dark,C,44.33191134,607.75,0.60775,-0.008120247,0,-0.001648052,-0.006472196,-0.525578608,R,K20C
205,K20Ca_3302,152.8062288,0.008490407,32.58491569,K20Ca,K2,3302,3302,33,light,C,44.33191134,607.75,0.60775,0.005160045,0,-0.001565491,0.006725536,0.546151244,NP,K20C
206,K20Ca_3302D,147.5545759,-0.012876773,32.50456209,K20Ca,K2,3302D,3302,33,dark,C,44.33191134,607.75,0.60775,-0.007825859,0,-0.001126838,-0.006699021,-0.543998097,R,K20C
207,K20Ca_3403,144.6457382,-0.001789746,33.14568157,K20Ca,K2,3403,3403,34,light,C,44.33191134,607.75,0.60775,-0.001087718,0,-0.001828995,0.000741276,0.060195804,NP,K20C
208,K20Ca_3403D,138.1093035,-0.011198666,33.13716372,K20Ca,K2,3403D,3403,34,dark,C,44.33191134,607.75,0.60775,-0.006805989,0,-0.001420949,-0.005385041,-0.437295512,R,K20C
209,K20Cb_2703,173.6221902,0.005317419,26.21174644,K20Cb,K2,2703,2703,27,light,C,26.5189147,610.75,0.61075,0.003247614,0,-0.000280198,0.003527812,0.478908108,NP,K20C
210,K20Cb_2703D,176.27588,-0.005091222,26.23138228,K20Cb,K2,2703D,2703,27,dark,C,26.5189147,610.75,0.61075,-0.003109464,0,-0.000330601,-0.002778863,-0.37723661,R,K20C
211,K20Cb_2804,169.7295753,0.004029675,27.13471087,K20Cb,K2,2804,2804,28,light,C,26.5189147,610.75,0.61075,0.002461124,0,-0.00069377,0.003154894,0.428283689,NP,K20C
212,K20Cb_2804D,170.9173196,-0.005118448,27.10128837,K20Cb,K2,2804D,2804,28,dark,C,26.5189147,610.75,0.61075,-0.003126092,0,-0.000631231,-0.002494861,-0.338682718,R,K20C
213,K20Cb_2906,163.8904816,0.001971843,28.27598873,K20Cb,K2,2906,2906,29,light,C,26.5189147,610.75,0.61075,0.001204303,0,-0.001163993,0.002368295,0.321501228,NP,K20C
214,K20Cb_2906D,162.8538527,-0.006125391,28.30416004,K20Cb,K2,2906D,2906,29,dark,C,26.5189147,610.75,0.61075,-0.003741083,0,-0.001091144,-0.002649939,-0.3597349,R,K20C
215,K20Cb_3001,185.1449489,0.004783084,29.17342892,K20Cb,K2,3001,3001,30,light,C,26.5189147,610.75,0.61075,0.002921269,0,-0.001367605,0.004288874,0.582223864,NP,K20C
216,K20Cb_3001D,187.3720425,-0.005782818,29.14597532,K20Cb,K2,3001D,3001,30,dark,C,26.5189147,610.75,0.61075,-0.003531856,0,-0.001457342,-0.002074514,-0.281619789,R,K20C
217,K20Cb_3103,155.562228,0.004816951,30.17381116,K20Cb,K2,3103,3103,31,light,C,26.5189147,610.75,0.61075,0.002941953,0,-0.00115778,0.004099733,0.556547559,NP,K20C
218,K20Cb_3103D,156.6454069,-0.006552475,30.16290048,K20Cb,K2,3103D,3103,31,dark,C,26.5189147,610.75,0.61075,-0.004001924,0,-0.001074048,-0.002927877,-0.397465612,R,K20C
219,K20Cb_3205,137.5233637,-7.52E-06,31.28072116,K20Cb,K2,3205,3205,32,light,C,26.5189147,610.75,0.61075,-4.59E-06,0,-0.00221216,0.002207565,0.29968178,NP,K20C
220,K20Cb_3205D,134.9177856,-0.007860847,31.35298765,K20Cb,K2,3205D,3205,32,dark,C,26.5189147,610.75,0.61075,-0.004801012,0,-0.001913172,-0.00288784,-0.392030535,R,K20C
221,K20Cb_3306,112.8253626,-0.001790587,32.5322023,K20Cb,K2,3306,3306,33,light,C,26.5189147,610.75,0.61075,-0.001093601,0,-0.001209878,0.000116277,0.015784834,NP,K20C
222,K20Cb_3306D,109.1653669,-0.00546521,32.46024263,K20Cb,K2,3306D,3306,33,dark,C,26.5189147,610.75,0.61075,-0.003337877,0,-0.000784078,-0.002553799,-0.346683799,R,K20C
223,K20Cb_3402,159.3679744,-0.003914759,32.95014258,K20Cb,K2,3402,3402,34,light,C,26.5189147,610.75,0.61075,-0.002390939,0,-0.001452896,-0.000938043,-0.127341334,NP,K20C
224,K20Cb_3402D,153.7772211,-0.005650327,33.07734669,K20Cb,K2,3402D,3402,34,dark,C,26.5189147,610.75,0.61075,-0.003450937,0,-0.000703306,-0.002747631,-0.372996834,R,K20C
225,K20Cc_2702,178.6820612,0.010044383,26.48239245,K20Cc,K2,2702,2702,27,light,C,41.60133615,609.375,0.609375,0.006120796,0,-0.000135856,0.006256652,0.541423676,NP,K20C
226,K20Cc_2702D,184.0397333,-0.008867409,26.42727778,K20Cc,K2,2702D,2702,27,dark,C,41.60133615,609.375,0.609375,-0.005403577,0,-0.000191109,-0.005212468,-0.451064475,R,K20C
227,K20Cc_2803,196.422407,0.010156454,27.18490347,K20Cc,K2,2803,2803,28,light,C,41.60133615,609.375,0.609375,0.006189089,0,-0.000501761,0.00669085,0.578997298,NP,K20C
228,K20Cc_2803D,201.7449865,-0.010132896,27.17358175,K20Cc,K2,2803D,2803,28,dark,C,41.60133615,609.375,0.609375,-0.006174733,0,-0.000548119,-0.005626614,-0.486902896,R,K20C
229,K20Cc_2905,193.5082303,0.010467281,28.40299263,K20Cc,K2,2905,2905,29,light,C,41.60133615,609.375,0.609375,0.006378499,0,-0.001494872,0.007873371,0.681327567,NP,K20C
230,K20Cc_2905D,197.1044912,-0.010597138,28.30398857,K20Cc,K2,2905D,2905,29,dark,C,41.60133615,609.375,0.609375,-0.006457631,0,-0.000930057,-0.005527574,-0.47833235,R,K20C
231,K20Cc_3006,168.5218676,0.001222196,29.49292508,K20Cc,K2,3006,3006,30,light,C,41.60133615,609.375,0.609375,0.000744775,0,-0.000931598,0.001676373,0.145066108,NP,K20C
232,K20Cc_3006D,165.4929214,-0.010755609,29.38803411,K20Cc,K2,3006D,3006,30,dark,C,41.60133615,609.375,0.609375,-0.006554199,0,-0.000826643,-0.005727556,-0.495637947,R,K20C
233,K20Cc_3102,165.7040828,0.013931032,30.458859,K20Cc,K2,3102,3102,31,light,C,41.60133615,609.375,0.609375,0.008489223,0,-0.001023511,0.009512734,0.823190951,NP,K20C
234,K20Cc_3102D,172.9211759,-0.012562341,30.54864254,K20Cc,K2,3102D,3102,31,dark,C,41.60133615,609.375,0.609375,-0.007655177,0,-0.001047429,-0.006607748,-0.571805985,R,K20C
235,K20Cc_3205,141.6054291,0.009595257,31.30785126,K20Cc,K2,3205,3205,32,light,C,41.60133615,609.375,0.609375,0.00584711,0,-0.00221216,0.00805927,0.697414397,NP,K20C
236,K20Cc_3205D,144.7299074,-0.012558457,31.34375704,K20Cc,K2,3205D,3205,32,dark,C,41.60133615,609.375,0.609375,-0.00765281,0,-0.001913172,-0.005739638,-0.496683465,R,K20C
237,K20Cc_3305,111.7357011,0.005600903,32.46430401,K20Cc,K2,3305,3305,33,light,C,41.60133615,609.375,0.609375,0.00341305,0,-0.001502636,0.004915686,0.425382232,NP,K20C
238,K20Cc_3305D,110.5218684,-0.010287609,32.46014842,K20Cc,K2,3305D,3305,33,dark,C,41.60133615,609.375,0.609375,-0.006269012,0,-0.001078025,-0.005190987,-0.449205613,R,K20C
239,K20Cc_3401,169.3118856,0.000818568,33.07677828,K20Cc,K2,3401,3401,34,light,C,41.60133615,609.375,0.609375,0.000498815,0,-0.000490968,0.000989783,0.085651517,NP,K20C
240,K20Cc_3401D,166.5161864,-0.010219231,33.08622958,K20Cc,K2,3401D,3401,34,dark,C,41.60133615,609.375,0.609375,-0.006227344,0,-0.000508913,-0.005718431,-0.494848359,R,K20C
241,K20Cd_2703,167.2740534,0.00284383,26.33540661,K20Cd,K2,2703,2703,27,light,C,14.70584156,612.25,0.61225,0.001741135,0,-0.000280198,0.002021333,0.494823704,NP,K20C
242,K20Cd_2703D,168.5431259,-0.003276625,26.30662653,K20Cd,K2,2703D,2703,27,dark,C,14.70584156,612.75,0.61275,-0.002007752,0,-0.000330601,-0.001677151,-0.410567711,R,K20C
243,K20Cd_2805,175.2808837,0.002107048,27.29533164,K20Cd,K2,2805,2805,28,light,C,14.70584156,612.75,0.61275,0.001291094,0,-0.000800714,0.002091808,0.512075992,NP,K20C
244,K20Cd_2805D,174.4283336,-0.0045031,27.25261761,K20Cd,K2,2805D,2805,28,dark,C,14.70584156,612.75,0.61275,-0.002759274,0,-0.000873538,-0.001885736,-0.461629496,R,K20C
245,K20Cd_2906,161.7047651,0.000824486,28.15526867,K20Cd,K2,2906,2805,29,light,C,14.70584156,612.75,0.61275,0.000505204,0,-0.001163993,0.001669197,0.408620437,NP,K20C
246,K20Cd_2906D,160.2614916,-0.004898777,28.15985687,K20Cd,K2,2906D,2805,29,dark,C,14.70584156,612.75,0.61275,-0.003001726,0,-0.001091144,-0.001910582,-0.467711726,R,K20C
247,K20Cd_3002,172.4592739,0.001689291,29.36772391,K20Cd,K2,3002,3002,30,light,C,14.70584156,612.75,0.61275,0.001035113,0,-0.001859087,0.0028942,0.708502079,NP,K20C
248,K20Cd_3002D,171.2902342,-0.005854484,29.34252992,K20Cd,K2,3002D,3002,30,dark,C,14.70584156,612.75,0.61275,-0.003587335,0,-0.001771112,-0.001816223,-0.444612632,R,K20C
249,K20Cd_3104,151.8832556,0.002516747,30.12240875,K20Cd,K2,3104,3104,31,light,C,14.70584156,612.75,0.61275,0.001542137,0,-0.001246625,0.002788762,0.682690794,NP,K20C
250,K20Cd_3104D,151.5108925,-0.005587041,30.10037359,K20Cd,K2,3104D,3104,31,dark,C,14.70584156,612.75,0.61275,-0.00342346,0,-0.001182893,-0.002240567,-0.548492235,R,K20C
251,K20Cd_3205,132.8006972,-0.000806191,31.32679298,K20Cd,K2,3205,3205,32,light,C,14.70584156,612.75,0.61275,-0.000493994,0,-0.00221216,0.001718166,0.420608312,NP,K20C
252,K20Cd_3205D,130.0816429,-0.006277399,31.40012217,K20Cd,K2,3205D,3205,32,dark,C,14.70584156,612.75,0.61275,-0.003846476,0,-0.001913172,-0.001933304,-0.47327414,R,K20C
253,K20Cd_3301,160.2229861,0.000973263,32.49211228,K20Cd,K2,3301,3301,33,light,C,14.70584156,612.75,0.61275,0.000596367,0,-0.001160668,0.001757035,0.430123297,NP,K20C
254,K20Cd_3301D,157.342861,-0.005343657,32.58161048,K20Cd,K2,3301D,3301,33,dark,C,14.70584156,612.75,0.61275,-0.003274326,0,-0.000949274,-0.002325051,-0.569174158,R,K20C
255,K20Cd_3402,158.553438,-0.002438595,33.09428512,K20Cd,K2,3402,3402,34,light,C,14.70584156,612.75,0.61275,-0.001494249,0,-0.001452896,-4.14E-05,-0.010123162,NP,K20C
256,K20Cd_3402D,154.9933471,-0.003762879,33.14042871,K20Cd,K2,3402D,3402,34,dark,C,14.70584156,612.75,0.61275,-0.002305704,0,-0.000703306,-0.001602398,-0.392268138,R,K20C
257,M501a_2706,160.83266,0.003039443,26.3420711,M501a,M5,2706,2706,27,light,T1,26.52110825,610.125,0.610125,0.00185444,0,-0.000441294,0.002295734,0.311625063,NP,M501
258,M501a_2706D,162.2276367,-0.005624359,26.31898404,M501a,M5,2706D,2706,27,dark,T1,26.52110825,610.125,0.610125,-0.003431562,0,-0.000362934,-0.003068628,-0.416538372,R,M501
259,M501a_2802,196.0277931,0.004869792,27.14612023,M501a,M5,2802,2802,28,light,T1,26.52110825,610.125,0.610125,0.002971182,0,-0.00036587,0.003337052,0.45297449,NP,M501
260,M501a_2802D,198.0565974,-0.006554705,27.1839286,M501a,M5,2802D,2802,28,dark,T1,26.52110825,610.125,0.610125,-0.003999189,0,-0.000375731,-0.003623459,-0.49185167,R,M501
261,M501a_2903,200.0077347,0.007321267,28.36928644,M501a,M5,2903,2903,29,light,T1,26.52110825,610.125,0.610125,0.004466888,0,-0.000227656,0.004694544,0.637241792,NP,M501
262,M501a_2903D,206.2242978,-0.005465616,28.26947998,M501a,M5,2903D,2903,29,dark,T1,26.52110825,610.125,0.610125,-0.003334709,0,-0.000147665,-0.003187044,-0.432612298,R,M501
263,M501a_3005,125.6158557,-0.003138628,29.26746216,M501a,M5,3005,3005,30,light,T1,26.52110825,610.125,0.610125,-0.001914956,0,-0.002448824,0.000533868,0.072467725,NP,M501
264,M501a_3005D,119.7370329,-0.009699377,29.27965102,M501a,M5,3005D,3005,30,dark,T1,26.52110825,610.125,0.610125,-0.005917832,0,-0.002376005,-0.003541827,-0.480770888,R,M501
265,M501a_3101,188.9542287,0.008040274,30.47447403,M501a,M5,3101,3101,31,light,T1,26.52110825,610.125,0.610125,0.004905572,0,-0.000597734,0.005503306,0.74702389,NP,M501
266,M501a_3101D,192.4065587,-0.007940243,30.48150924,M501a,M5,3101D,3101,31,dark,T1,26.52110825,610.125,0.610125,-0.004844541,0,-0.000855326,-0.003989215,-0.541499725,R,M501
267,M501a_3202,167.1644518,0.006850913,31.3796444,M501a,M5,3202,3202,32,light,T1,26.52110825,610.125,0.610125,0.004179914,0,-0.000568563,0.004748476,0.644562632,NP,M501
268,M501a_3202D,169.7185534,-0.007788476,31.35959082,M501a,M5,3202D,3202,32,dark,T1,26.52110825,610.125,0.610125,-0.004751944,0,-0.000687038,-0.004064906,-0.551774142,R,M501
269,M501a_3304,135.4908603,0.003004403,32.41601549,M501a,M5,3304,3304,33,light,T1,26.52110825,610.125,0.610125,0.001833061,0,-0.000977273,0.002810335,0.381477446,NP,M501
270,M501a_3304D,133.5541563,-0.007436707,32.37740377,M501a,M5,3304D,3304,33,dark,T1,26.52110825,610.125,0.610125,-0.004537321,0,-0.000891225,-0.003646096,-0.494924439,R,M501
