,fragment.ID.full,Intercept,umol.L.sec,Temp.C,fragment.ID,genotype,run,trial,temp.Cat,light_dark,treatment,surf.area.cm2,volume.mls,volume,umol.sec,BLANK,blank.rate,umol.sec.corr,umol.cm2.hr,rate.type,individual.ID
271,M501a_3405,127.9104183,-0.002690858,33.20993692,M501a,M5,3405,3405,34,light,T1,26.52110825,610.125,0.610125,-0.00164176,0,-0.001581319,-6.04E-05,-0.008204322,NP,M501
272,M501a_3405D,123.801012,-0.006259612,33.21076298,M501a,M5,3405D,3405,34,dark,T1,26.52110825,610.125,0.610125,-0.003819146,0,-0.001064482,-0.002754663,-0.373920585,R,M501
273,M501b_2702,168.7643445,0.004990472,26.27576976,M501b,M5,2702,2702,27,light,T1,26.47233415,610.625,0.610625,0.003047307,0,-0.000135856,0.003183163,0.432881663,NP,M501
274,M501b_2702D,171.1949788,-0.005205217,26.31778824,M501b,M5,2702D,2702,27,dark,T1,26.47233415,610.625,0.610625,-0.003178436,0,-0.000191109,-0.002987327,-0.406249631,R,M501
275,M501b_2803,193.4695548,0.005364213,27.1743643,M501b,M5,2803,2803,28,light,T1,26.47233415,610.625,0.610625,0.003275523,0,-0.000501761,0.003777284,0.513676693,NP,M501
276,M501b_2803D,196.2903668,-0.006041465,27.16502415,M501b,M5,2803D,2803,28,dark,T1,26.47233415,610.625,0.610625,-0.00368907,0,-0.000548119,-0.00314095,-0.427141075,R,M501
277,M501b_2905,174.5578158,0.005595331,28.36482419,M501b,M5,2905,2905,29,light,T1,26.47233415,610.625,0.610625,0.003416649,0,-0.001494872,0.004911521,0.667922784,NP,M501
278,M501b_2905D,176.0035683,-0.006586139,28.34677014,M501b,M5,2905D,2905,29,dark,T1,26.47233415,610.625,0.610625,-0.004021661,0,-0.000930057,-0.003091604,-0.42043036,R,M501
279,M501b_3006,176.1670519,-0.001624638,29.47159723,M501b,M5,3006,3006,30,light,T1,26.47233415,610.625,0.610625,-0.000992045,0,-0.000931598,-6.04E-05,-0.008220228,NP,M501
280,M501b_3006D,172.134377,-0.007584003,29.34234713,M501b,M5,3006D,3006,30,dark,T1,26.47233415,610.625,0.610625,-0.004630982,0,-0.000826643,-0.003804338,-0.517355886,R,M501
281,M501b_3102,171.0368373,0.006714344,30.46139932,M501b,M5,3102,3102,31,light,T1,26.47233415,610.625,0.610625,0.004099946,0,-0.001023511,0.005123458,0.696744297,NP,M501
282,M501b_3102D,173.8714691,-0.008742683,30.50201414,M501b,M5,3102D,3102,31,dark,T1,26.47233415,610.625,0.610625,-0.005338501,0,-0.001047429,-0.004291072,-0.583547345,R,M501
283,M501b_3204,154.8272955,0.004143077,31.26030882,M501b,M5,3204,3204,32,light,T1,26.47233415,610.625,0.610625,0.002529866,0,-0.001794835,0.004324701,0.588120586,NP,M501
284,M501b_3204D,153.8131189,-0.009271587,31.31607621,M501b,M5,3204D,3204,32,dark,T1,26.47233415,610.625,0.610625,-0.005661463,0,-0.001107869,-0.004553595,-0.619248014,R,M501
285,M501b_3305,125.9688318,0.00223288,32.46640824,M501b,M5,3305,3305,33,light,T1,26.47233415,610.625,0.610625,0.001363453,0,-0.001502636,0.002866088,0.389762275,NP,M501
286,M501b_3305D,124.0850918,-0.007129005,32.4841966,M501b,M5,3305D,3305,33,dark,T1,26.47233415,610.625,0.610625,-0.004353149,0,-0.001078025,-0.003275124,-0.445387491,R,M501
287,M501b_3401,175.8788106,-6.78E-05,33.00032411,M501b,M5,3401,3401,34,light,T1,26.47233415,610.625,0.610625,-4.14E-05,0,-0.000490968,0.000449572,0.061137744,NP,M501
288,M501b_3401D,173.9132415,-0.006191528,33.02979376,M501b,M5,3401D,3401,34,dark,T1,26.47233415,610.625,0.610625,-0.003780702,0,-0.000508913,-0.003271789,-0.44493395,R,M501
289,M501c_2702,178.6150873,0.010401469,26.51393848,M501c,M5,2702,2702,27,light,T1,45.93939199,607.25,0.60725,0.006316292,0,-0.000135856,0.006452148,0.505616919,NP,M501
290,M501c_2702D,184.3105866,-0.009541362,26.45966203,M501c,M5,2702D,2702,27,dark,T1,45.93939199,607.25,0.60725,-0.005793992,0,-0.000191109,-0.005602883,-0.439064993,R,M501
291,M501c_2804,192.8058085,0.010274878,27.15607018,M501c,M5,2804,2804,28,light,T1,45.93939199,607.25,0.60725,0.00623942,0,-0.00069377,0.00693319,0.543313297,NP,M501
292,M501c_2804D,196.129371,-0.012339836,27.111971,M501c,M5,2804D,2804,28,dark,T1,45.93939199,607.25,0.60725,-0.007493366,0,-0.000631231,-0.006862134,-0.537745101,R,M501
293,M501c_2905,192.2293129,0.011597822,28.33416498,M501c,M5,2905,2905,29,light,T1,45.93939199,607.25,0.60725,0.007042778,0,-0.001494872,0.00853765,0.669045403,NP,M501
294,M501c_2905D,195.1072675,-0.013208651,28.26673678,M501c,M5,2905D,2905,29,dark,T1,45.93939199,607.25,0.60725,-0.008020953,0,-0.000930057,-0.007090896,-0.55567181,R,M501
295,M501c_3001,186.2416755,0.011033737,29.11951798,M501c,M5,3001,3001,30,light,T1,45.93939199,607.25,0.60725,0.006700237,0,-0.001367605,0.008067842,0.632229337,NP,M501
296,M501c_3001D,191.032356,-0.013547235,29.1444896,M501c,M5,3001D,3001,30,dark,T1,45.93939199,607.25,0.60725,-0.008226558,0,-0.001457342,-0.006769217,-0.530463696,R,M501
297,M501c_3103,152.6318494,0.012391688,30.50979066,M501c,M5,3103,3103,31,light,T1,45.93939199,607.25,0.60725,0.007524852,0,-0.00115778,0.008682632,0.680406838,NP,M501
298,M501c_3103D,157.1835846,-0.012497629,30.36062316,M501c,M5,3103D,3103,31,dark,T1,45.93939199,607.25,0.60725,-0.007589185,0,-0.001074048,-0.006515138,-0.510553041,R,M501
299,M501c_3204,140.2159891,0.009473127,31.28356967,M501c,M5,3204,3204,32,light,T1,45.93939199,607.25,0.60725,0.005752556,0,-0.001794835,0.007547392,0.591444694,NP,M501
300,M501c_3204D,142.590027,-0.012530231,31.34382791,M501c,M5,3204D,3204,32,dark,T1,45.93939199,607.25,0.60725,-0.007608983,0,-0.001107869,-0.006501114,-0.509454073,R,M501
301,M501c_3306,112.6147946,0.000686571,32.39778831,M501c,M5,3306,3306,33,light,T1,45.93939199,607.25,0.60725,0.00041692,0,-0.001209878,0.001626799,0.127482643,NP,M501
302,M501c_3306D,109.100017,-0.010902624,32.34473825,M501c,M5,3306D,3306,33,dark,T1,45.93939199,607.25,0.60725,-0.006620619,0,-0.000784078,-0.005836541,-0.45737538,R,M501
303,M501c_3401,166.5529603,0.00148423,33.0247433,M501c,M5,3401,3401,34,light,T1,45.93939199,607.25,0.60725,0.000901299,0,-0.000490968,0.001392267,0.109103748,NP,M501
304,M501c_3401D,164.1293827,-0.010479975,33.04850263,M501c,M5,3401D,3401,34,dark,T1,45.93939199,607.25,0.60725,-0.006363965,0,-0.000508913,-0.005855052,-0.458826007,R,M501
305,M501d_2703,162.4087923,0.006426506,26.45092746,M501d,M5,2703,2703,27,light,T1,29.96381104,610.375,0.610375,0.003922578,0,-0.000280198,0.004202776,0.504942286,NP,M501
306,M501d_2703D,165.7184244,-0.005945886,26.42560025,M501d,M5,2703D,2703,27,dark,T1,29.96381104,610.375,0.610375,-0.00362922,0,-0.000330601,-0.003298619,-0.396312345,R,M501
307,M501d_2804,188.8065988,0.006623678,27.07960971,M501d,M5,2804,2804,28,light,T1,29.96381104,610.375,0.610375,0.004042927,0,-0.00069377,0.004736697,0.569090164,NP,M501
308,M501d_2804D,191.047387,-0.007777299,27.05237992,M501d,M5,2804D,2804,28,dark,T1,29.96381104,610.375,0.610375,-0.004747069,0,-0.000631231,-0.004115838,-0.494497039,R,M501
309,M501d_2906,166.46293,0.003496302,28.09930041,M501d,M5,2906,2906,29,light,T1,29.96381104,610.375,0.610375,0.002134055,0,-0.001163993,0.003298048,0.396243737,NP,M501
310,M501d_2906D,165.8971171,-0.008221276,28.13422663,M501d,M5,2906D,2906,29,dark,T1,29.96381104,610.375,0.610375,-0.005018061,0,-0.001091144,-0.003926917,-0.471799198,R,M501
311,M501d_3001,186.7764571,0.006290385,29.13728609,M501d,M5,3001,3001,30,light,T1,29.96381104,610.375,0.610375,0.003839494,0,-0.001367605,0.005207099,0.625606503,NP,M501
312,M501d_3001D,188.5994477,-0.010347056,29.15572879,M501d,M5,3001D,3001,30,dark,T1,29.96381104,610.375,0.610375,-0.006315584,0,-0.001457342,-0.004858243,-0.583693234,R,M501
313,M501d_3103,161.7240577,0.008393628,30.53668272,M501d,M5,3103,3103,31,light,T1,29.96381104,610.375,0.610375,0.005123261,0,-0.00115778,0.00628104,0.754635167,NP,M501
314,M501d_3103D,164.3412528,-0.010185674,30.40196802,M501d,M5,3103D,3103,31,dark,T1,29.96381104,610.375,0.610375,-0.006217081,0,-0.001074048,-0.005143033,-0.617909382,R,M501
315,M501d_3205,143.8155835,0.00141958,31.1771532,M501d,M5,3205,3205,32,light,T1,29.96381104,610.375,0.610375,0.000866476,0,-0.00221216,0.003078636,0.369882505,NP,M501
316,M501d_3205D,141.4009615,-0.010842626,31.26193238,M501d,M5,3205D,3205,32,dark,T1,29.96381104,610.375,0.610375,-0.006618068,0,-0.001913172,-0.004704896,-0.565269361,R,M501
317,M501d_3306,110.2738659,-0.000297848,32.61087964,M501d,M5,3306,3306,33,light,T1,29.96381104,610.375,0.610375,-0.000181799,0,-0.001209878,0.001028079,0.123518503,NP,M501
318,M501d_3306D,107.2337727,-0.007099046,32.51600332,M501d,M5,3306D,3306,33,dark,T1,29.96381104,610.375,0.610375,-0.00433308,0,-0.000784078,-0.003549003,-0.426394665,R,M501
319,M501d_3402,166.9071594,-0.001586554,32.94509829,M501d,M5,3402,3402,34,light,T1,29.96381104,610.375,0.610375,-0.000968393,0,-0.001452896,0.000484503,0.058210596,NP,M501
320,M501d_3402D,162.6818308,-0.007915716,33.07224328,M501d,M5,3402D,3402,34,dark,T1,29.96381104,610.375,0.610375,-0.004831555,0,-0.000703306,-0.004128249,-0.495988178,R,M501
321,M502a_2704,164.0365763,0.003374187,26.34128424,M502a,M5,2704,2704,27,light,T2,22.06479458,610.375,0.610375,0.002059519,0,-0.00037831,0.002437829,0.397746029,NP,M502
322,M502a_2704D,164.7528445,-0.005130351,26.32143638,M502a,M5,2704D,2704,27,dark,T2,22.06479458,610.375,0.610375,-0.003131438,0,-0.000403819,-0.00272762,-0.445027074,R,M502
323,M502a_2805,177.7635924,0.002568074,27.33737852,M502a,M5,2805,2805,28,light,T2,22.06479458,610.375,0.610375,0.001567488,0,-0.000800714,0.002368203,0.386386071,NP,M502
324,M502a_2805D,176.2753122,-0.006334261,27.31203488,M502a,M5,2805D,2805,28,dark,T2,22.06479458,610.375,0.610375,-0.003866275,0,-0.000873538,-0.002992737,-0.488282444,R,M502
325,M502a_2901,202.56203,0.0066478,28.29159709,M502a,M5,2901,2901,29,light,T2,22.06479458,610.375,0.610375,0.004057651,0,-4.66E-06,0.004062314,0.662790281,NP,M502
326,M502a_2901D,205.712067,-0.005964167,28.17784852,M502a,M5,2901D,2901,29,dark,T2,22.06479458,610.375,0.610375,-0.003640379,0,-0.000116389,-0.00352399,-0.574959468,R,M502
327,M502a_3002,175.7341562,0.001155748,29.37669617,M502a,M5,3002,3002,30,light,T2,22.06479458,610.375,0.610375,0.00070544,0,-0.001859087,0.002564527,0.418417475,NP,M502
328,M502a_3002D,172.8793956,-0.008762242,29.35225502,M502a,M5,3002D,3002,30,dark,T2,22.06479458,610.375,0.610375,-0.005348253,0,-0.001771112,-0.003577141,-0.583631468,R,M502
329,M502a_3104,158.6581577,0.003700681,29.89295471,M502a,M5,3104,3104,31,light,T2,22.06479458,610.375,0.610375,0.002258803,0,-0.001246625,0.003505428,0.571931067,NP,M502
330,M502a_3104D,157.7038484,-0.008844369,29.96825782,M502a,M5,3104D,3104,31,dark,T2,22.06479458,610.375,0.610375,-0.005398381,0,-0.001182893,-0.004215488,-0.687781548,R,M502
331,M502a_3206,127.0902451,-0.002539079,31.37027209,M502a,M5,3206,3206,32,light,T2,22.06479458,610.375,0.610375,-0.00154979,0,-0.001838183,0.000288393,0.047053031,NP,M502
332,M502a_3206D,122.7972786,-0.007525577,31.40948206,M502a,M5,3206D,3206,32,dark,T2,22.06479458,610.375,0.610375,-0.004593424,0,-0.001648052,-0.002945372,-0.480554639,R,M502
333,M502a_3301,168.8237284,0.002408852,32.4228129,M502a,M5,3301,3301,33,light,T2,22.06479458,610.375,0.610375,0.001470303,0,-0.001160668,0.002630971,0.429258256,NP,M502
334,M502a_3301D,166.4390588,-0.006218412,32.48615346,M502a,M5,3301D,3301,33,dark,T2,22.06479458,610.375,0.610375,-0.003795563,0,-0.000949274,-0.002846289,-0.46438861,R,M502
335,M502a_3403,145.3517876,-0.003649932,33.24195602,M502a,M5,3403,3403,34,light,T2,22.06479458,610.375,0.610375,-0.002227827,0,-0.001828995,-0.000398832,-0.065071843,NP,M502
336,M502a_3403D,140.1058209,-0.005822645,33.22630355,M502a,M5,3403D,3403,34,dark,T2,22.06479458,610.375,0.610375,-0.003553997,0,-0.001420949,-0.002133048,-0.348019265,R,M502
337,M502b_2702,172.2645197,0.006369138,26.36680936,M502b,M5,2702,2702,27,light,T2,29.27974789,609,0.609,0.003878805,0,-0.000135856,0.004014661,0.493610155,NP,M502
338,M502b_2702D,175.6179721,-0.005589439,26.34602912,M502b,M5,2702D,2702,27,dark,T2,29.27974789,609,0.609,-0.003403969,0,-0.000191109,-0.003212859,-0.395027087,R,M502
339,M502b_2803,193.6700641,0.005958432,27.10755483,M502b,M5,2803,2803,28,light,T2,29.27974789,609,0.609,0.003628685,0,-0.000501761,0.004130446,0.507846081,NP,M502
340,M502b_2803D,196.435698,-0.007050367,27.10626177,M502b,M5,2803D,2803,28,dark,T2,29.27974789,609,0.609,-0.004293673,0,-0.000548119,-0.003745554,-0.460522907,R,M502
341,M502b_2905,175.7345651,0.00569673,28.33359101,M502b,M5,2905,2905,29,light,T2,29.27974789,609,0.609,0.003469309,0,-0.001494872,0.004964181,0.610355362,NP,M502
342,M502b_2905D,176.7248592,-0.007428333,28.25021428,M502b,M5,2905D,2905,29,dark,T2,29.27974789,609,0.609,-0.004523855,0,-0.000930057,-0.003593797,-0.441864117,R,M502
343,M502b_3006,162.6317538,-0.001869791,29.53410354,M502b,M5,3006,3006,30,light,T2,29.27974789,609,0.609,-0.001138703,0,-0.000931598,-0.000207105,-0.025463959,NP,M502
344,M502b_3006D,158.3421658,-0.007691793,29.42538616,M502b,M5,3006D,3006,30,dark,T2,29.27974789,609,0.609,-0.004684302,0,-0.000826643,-0.003857659,-0.47430636,R,M502
345,M502b_3102,175.8441551,0.006077088,30.22556431,M502b,M5,3102,3102,31,light,T2,29.27974789,609,0.609,0.003700946,0,-0.001023511,0.004724458,0.580880973,NP,M502
346,M502b_3102D,177.7505829,-0.010000299,30.36194401,M502b,M5,3102D,3102,31,dark,T2,29.27974789,609,0.609,-0.006090182,0,-0.001047429,-0.005042754,-0.620016021,R,M502
347,M502b_3204,149.779218,0.003712537,31.23451846,M502b,M5,3204,3204,32,light,T2,29.27974789,609,0.609,0.002260935,0,-0.001794835,0.00405577,0.498664582,NP,M502
348,M502b_3204D,149.0122733,-0.008247337,31.33796275,M502b,M5,3204D,3204,32,dark,T2,29.27974789,609,0.609,-0.005022628,0,-0.001107869,-0.00391476,-0.481327061,R,M502
349,M502b_3305,126.2172613,0.00056181,32.38730323,M502b,M5,3305,3305,33,light,T2,29.27974789,609,0.609,0.000342142,0,-0.001502636,0.001844778,0.226818888,NP,M502
350,M502b_3305D,122.7453832,-0.007526892,32.38971474,M502b,M5,3305D,3305,33,dark,T2,29.27974789,609,0.609,-0.004583877,0,-0.001078025,-0.003505853,-0.43105117,R,M502
351,M502b_3401,168.0906179,-0.001206232,33.03428728,M502b,M5,3401,3401,34,light,T2,29.27974789,609,0.609,-0.000734596,0,-0.000490968,-0.000243628,-0.029954489,NP,M502
352,M502b_3401D,165.305417,-0.005845044,33.07560198,M502b,M5,3401D,3401,34,dark,T2,29.27974789,609,0.609,-0.003559632,0,-0.000508913,-0.003050719,-0.375091665,R,M502
353,M502c_2701,176.4257906,0.004142344,26.45390876,M502c,M5,2701,2701,27,light,T2,27.86542814,610.8125,0.6108125,0.002530196,0,-0.000187506,0.002717701,0.351106228,NP,M502
354,M502c_2701D,178.9786218,-0.005391888,26.43019417,M502c,M5,2701D,2701,27,dark,T2,27.86542814,610.8125,0.6108125,-0.003293433,0,-0.000287796,-0.003005636,-0.388305188,R,M502
355,M502c_2802,194.3793879,0.004699058,26.95631324,M502c,M5,2802,2802,28,light,T2,27.86542814,610.8125,0.6108125,0.002870244,0,-0.00036587,0.003236113,0.418081082,NP,M502
356,M502c_2802D,196.3560761,-0.005529767,27.05856742,M502c,M5,2802D,2802,28,dark,T2,27.86542814,610.8125,0.6108125,-0.003377651,0,-0.000375731,-0.00300192,-0.387825103,R,M502
357,M502c_2904,202.7122941,0.006131097,28.58688328,M502c,M5,2904,2904,29,light,T2,27.86542814,610.8125,0.6108125,0.003744951,0,-0.00020283,0.003947781,0.51002303,NP,M502
358,M502c_2904D,206.7994625,-0.005295384,28.41757498,M502c,M5,2904D,2904,29,dark,T2,27.86542814,610.8125,0.6108125,-0.003234487,0,-0.000165348,-0.003069138,-0.396509161,R,M502
359,M502c_3005,123.0214933,-0.003649462,29.23617672,M502c,M5,3005,3005,30,light,T2,27.86542814,610.8125,0.6108125,-0.002229137,0,-0.002448824,0.000219686,0.028381789,NP,M502
360,M502c_3005D,116.7436902,-0.009654467,29.24082007,M502c,M5,3005D,3005,30,dark,T2,27.86542814,610.8125,0.6108125,-0.005897069,0,-0.002376005,-0.003521063,-0.454894449,R,M502
361,M502c_3101,184.829052,0.006461584,30.36687404,M502c,M5,3101,3203,31,light,T2,27.86542814,610.8125,0.6108125,0.003946816,0,-0.000597734,0.00454455,0.587121123,NP,M502
362,M502c_3101D,187.4342454,-0.007272186,30.38725367,M502c,M5,3101D,3101,31,dark,T2,27.86542814,610.8125,0.6108125,-0.004441942,0,-0.000855326,-0.003586616,-0.463363363,R,M502
363,M502c_3203,155.1943504,0.005267185,31.26550871,M502c,M5,3203,3203,32,light,T2,27.86542814,610.8125,0.6108125,0.003217262,0,-0.00079761,0.004014873,0.5186908,NP,M502
364,M502c_3203D,156.7613989,-0.007280688,31.29787273,M502c,M5,3203D,3203,32,dark,T2,27.86542814,610.8125,0.6108125,-0.004447135,0,-0.000719114,-0.003728021,-0.481631838,R,M502
365,M502c_3304,118.9809924,0.001363174,32.4080494,M502c,M5,3304,3304,33,light,T2,27.86542814,610.8125,0.6108125,0.000832644,0,-0.000977273,0.001809917,0.233827418,NP,M502
366,M502c_3304D,116.760618,-0.005815892,32.39493584,M502c,M5,3304D,3304,33,dark,T2,27.86542814,610.8125,0.6108125,-0.003552419,0,-0.000891225,-0.002661195,-0.343805965,R,M502
367,M502c_3406,116.9687289,-0.003375267,33.15373923,M502c,M5,3406,3406,34,light,T2,27.86542814,610.8125,0.6108125,-0.002061655,0,-0.001389721,-0.000671935,-0.086808818,NP,M502
368,M502c_3406D,112.4949615,-0.005496149,33.21183508,M502c,M5,3406D,3406,34,dark,T2,27.86542814,610.8125,0.6108125,-0.003357117,0,-0.001091701,-0.002265416,-0.292674382,R,M502
369,M502d_2702,177.0101002,0.006426036,26.21446392,M502d,M5,2702,2702,27,light,T2,33.30657855,610,0.61,0.003919882,0,-0.000135856,0.004055738,0.438371543,NP,M502
370,M502d_2702D,180.1191088,-0.00668658,26.25258582,M502d,M5,2702D,2702,27,dark,T2,33.30657855,610,0.61,-0.004078814,0,-0.000191109,-0.003887704,-0.420209363,R,M502
371,M502d_2804,188.4174663,0.00598151,27.17158092,M502d,M5,2804,2804,28,light,T2,33.30657855,610,0.61,0.003648721,0,-0.00069377,0.004342491,0.469365737,NP,M502
372,M502d_2804D,190.4293259,-0.00755966,27.12646585,M502d,M5,2804D,2804,28,dark,T2,33.30657855,610,0.61,-0.004611393,0,-0.000631231,-0.003980161,-0.430202712,R,M502
373,M502d_2905,159.3360884,0.005432318,28.41419884,M502d,M5,2905,2905,29,light,T2,33.30657855,610,0.61,0.003313714,0,-0.001494872,0.004808586,0.519744473,NP,M502
374,M502d_2905D,159.9956204,-0.007386496,28.31752618,M502d,M5,2905D,2905,29,dark,T2,33.30657855,610,0.61,-0.004505763,0,-0.000930057,-0.003575705,-0.386486384,R,M502
375,M502d_3001,192.9175575,0.005590247,29.04320002,M502d,M5,3001,3001,30,light,T2,33.30657855,610,0.61,0.003410051,0,-0.001367605,0.004777656,0.516401294,NP,M502
376,M502d_3001D,194.1215813,-0.010740645,29.0680301,M502d,M5,3001D,3001,30,dark,T2,33.30657855,610,0.61,-0.006551793,0,-0.001457342,-0.005094451,-0.550642728,R,M502
377,M502d_3103,161.5630673,0.007525858,30.22069823,M502d,M5,3103,3103,31,light,T2,33.30657855,610,0.61,0.004590773,0,-0.00115778,0.005748553,0.621342476,NP,M502
378,M502d_3103D,162.73483,-0.010708316,30.21032559,M502d,M5,3103D,3103,31,dark,T2,33.30657855,610,0.61,-0.006532073,0,-0.001074048,-0.005458025,-0.589940238,R,M502
379,M502d_3204,147.2556575,0.004989863,31.18202811,M502d,M5,3204,3204,32,light,T2,33.30657855,610,0.61,0.003043816,0,-0.001794835,0.004838651,0.522994125,NP,M502
380,M502d_3204D,146.8282086,-0.009459983,31.2779381,M502d,M5,3204D,3204,32,dark,T2,33.30657855,610,0.61,-0.005770589,0,-0.001107869,-0.004662721,-0.50397836,R,M502
381,M502d_3306,113.2528952,-0.001527369,32.57268405,M502d,M5,3306,3306,33,light,T2,33.30657855,610,0.61,-0.000931695,0,-0.001209878,0.000278183,0.030067891,NP,M502
382,M502d_3306D,109.2825296,-0.007508729,32.46687064,M502d,M5,3306D,3306,33,dark,T2,33.30657855,610,0.61,-0.004580325,0,-0.000784078,-0.003796247,-0.410324017,R,M502
383,M502d_3401,152.4665115,-0.00084748,33.07559217,M502d,M5,3401,3401,34,light,T2,33.30657855,610,0.61,-0.000516963,0,-0.000490968,-2.60E-05,-0.002809706,NP,M502
384,M502d_3401D,150.0570065,-0.005761232,33.09052584,M502d,M5,3401D,3401,34,dark,T2,33.30657855,610,0.61,-0.003514352,0,-0.000508913,-0.003005439,-0.324848136,R,M502
385,M503a_2701,169.5483167,0.004832009,26.34082557,M503a,M5,2701,2701,27,light,T3,26.05852853,610.75,0.61075,0.002951149,0,-0.000187506,0.003138655,0.433606941,NP,M503
386,M503a_2701D,172.6460748,-0.005312443,26.35515175,M503a,M5,2701D,2701,27,dark,T3,26.05852853,610.75,0.61075,-0.003244575,0,-0.000287796,-0.002956778,-0.408480537,R,M503
387,M503a_2803,186.2033905,0.004346188,27.14071458,M503a,M5,2803,2803,28,light,T3,26.05852853,610.75,0.61075,0.002654434,0,-0.000501761,0.003156195,0.436030083,NP,M503
388,M503a_2803D,187.7538645,-0.00653893,27.14132484,M503a,M5,2803D,2803,28,dark,T3,26.05852853,610.75,0.61075,-0.003993652,0,-0.000548119,-0.003445532,-0.476002193,R,M503
389,M503a_2904,200.2795319,0.00584036,28.6271168,M503a,M5,2904,2904,29,light,T3,26.05852853,610.75,0.61075,0.003567,0,-0.00020283,0.00376983,0.520804049,NP,M503
390,M503a_2904D,203.923535,-0.005626571,28.43908289,M503a,M5,2904D,2904,29,dark,T3,26.05852853,610.75,0.61075,-0.003436428,0,-0.000165348,-0.00327108,-0.451901488,R,M503
391,M503a_3006,165.9515339,-0.001777937,29.37344768,M503a,M5,3006,3006,30,light,T3,26.05852853,610.75,0.61075,-0.001085875,0,-0.000931598,-0.000154277,-0.021313481,NP,M503
392,M503a_3006D,161.1703165,-0.005288394,29.28150816,M503a,M5,3006D,3006,30,dark,T3,26.05852853,610.75,0.61075,-0.003229887,0,-0.000826643,-0.002403244,-0.332009417,R,M503
393,M503a_3102,165.8283986,0.005026966,30.26616997,M503a,M5,3102,3102,31,light,T3,26.05852853,610.75,0.61075,0.00307022,0,-0.001023511,0.004093731,0.565551199,NP,M503
394,M503a_3102D,167.0707145,-0.008924054,30.37502061,M503a,M5,3102D,3102,31,dark,T3,26.05852853,610.75,0.61075,-0.005450366,0,-0.001047429,-0.004402937,-0.608268199,R,M503
395,M503a_3203,157.9526669,0.00524216,31.39769327,M503a,M5,3203,3203,32,light,T3,26.05852853,610.75,0.61075,0.003201649,0,-0.00079761,0.003999259,0.552499856,NP,M503
396,M503a_3203D,159.6991064,-0.00713626,31.38423432,M503a,M5,3203D,3203,32,dark,T3,26.05852853,610.75,0.61075,-0.004358471,0,-0.000719114,-0.003639358,-0.502779242,R,M503
397,M503a_3305,121.9039424,0.00095907,32.35723031,M503a,M5,3305,3305,33,light,T3,26.05852853,610.75,0.61075,0.000585752,0,-0.001502636,0.002088388,0.288511901,NP,M503
398,M503a_3305D,119.5455474,-0.006432356,32.41738415,M503a,M5,3305D,3305,33,dark,T3,26.05852853,610.75,0.61075,-0.003928561,0,-0.001078025,-0.002850536,-0.39380318,R,M503
399,M503a_3406,120.1017978,-0.003483359,33.10527515,M503a,M5,3406,3406,34,light,T3,26.05852853,610.75,0.61075,-0.002127461,0,-0.001389721,-0.000737741,-0.101919289,NP,M503
400,M503a_3406D,115.5740604,-0.005310274,33.18295138,M503a,M5,3406D,3406,34,dark,T3,26.05852853,610.75,0.61075,-0.00324325,0,-0.001091701,-0.002151549,-0.297237673,R,M503
401,M503b_2703,163.5683185,0.004524094,26.33363676,M503b,M5,2703,2703,27,light,T3,29.24736086,609.125,0.609125,0.002755739,0,-0.000280198,0.003035937,0.37368746,NP,M503
402,M503b_2703D,165.2379451,-0.006417511,26.30472214,M503b,M5,2703D,2703,27,dark,T3,29.24736086,609.125,0.609125,-0.003909066,0,-0.000330601,-0.003578465,-0.440466264,R,M503
403,M503b_2804,184.7053804,0.004323344,27.1393223,M503b,M5,2804,2804,28,light,T3,29.24736086,609.125,0.609125,0.002633457,0,-0.00069377,0.003327227,0.409541797,NP,M503
404,M503b_2804D,185.5575982,-0.007446878,27.10399885,M503b,M5,2804D,2804,28,dark,T3,29.24736086,609.125,0.609125,-0.00453608,0,-0.000631231,-0.003904848,-0.480640078,R,M503
405,M503b_2906,164.9714119,0.001240785,28.21418748,M503b,M5,2906,2906,29,light,T3,29.24736086,609.125,0.609125,0.000755793,0,-0.001163993,0.001919786,0.236302659,NP,M503
406,M503b_2906D,162.7237063,-0.008092674,28.22087384,M503b,M5,2906D,2906,29,dark,T3,29.24736086,609.125,0.609125,-0.00492945,0,-0.001091144,-0.003838306,-0.472449506,R,M503
407,M503b_3001,181.4880695,0.005140262,29.10915241,M503b,M5,3001,3001,30,light,T3,29.24736086,609.125,0.609125,0.003131062,0,-0.001367605,0.004498667,0.553732052,NP,M503
408,M503b_3001D,183.2886153,-0.008370937,29.0744828,M503b,M5,3001D,3001,30,dark,T3,29.24736086,609.125,0.609125,-0.005098947,0,-0.001457342,-0.003641605,-0.448237986,R,M503
409,M503b_3103,161.1636417,0.004825643,30.51218084,M503b,M5,3103,3103,31,light,T3,29.24736086,609.125,0.609125,0.00293942,0,-0.00115778,0.0040972,0.504316253,NP,M503
410,M503b_3103D,161.3720659,-0.009761881,30.34206912,M503b,M5,3103D,3103,31,dark,T3,29.24736086,609.125,0.609125,-0.005946206,0,-0.001074048,-0.004872158,-0.599704345,R,M503
411,M503b_3205,137.4553316,0.001271706,31.42705577,M503b,M5,3205,3205,32,light,T3,29.24736086,609.125,0.609125,0.000774628,0,-0.00221216,0.002986788,0.367637824,NP,M503
